S.No.,Name,Price,P/E,Cap,QtrSV,QtrPV,QoQS,QoQP,Prom.,DII,FII,ExpQV,Down%,PromC,IntCov,3M-RETURN,SYMBOL,SECTOR
49.,IFB Industries,1354.90,45.62,5490.03,8.36,44.98,4.37,3.18,74.96,6.41,1.06,10.88,42.59,0.00,6.91,13.85,IFBIND,Consumer Durables
50.,Stanley Lifesty.,359.80,72.59,2054.72,2.24,34.38,6.50,56.14,56.72,20.82,4.82,6.54,42.66,-0.09,3.68,26.65,STANLEY,Consumer Durables
1.,CARE Ratings,1554.10,33.91,4651.75,21.63,76.95,13.77,52.93,0.00,29.38,23.75,21.31,2.68,0.00,99.15,33.66,CARERATING,Credit Rating Agencies
2.,ICRA,6104.00,36.57,5891.10,5.48,30.73,-4.16,13.77,51.87,24.17,8.78,12.90,21.09,0.00,53.10,5.06,ICRA,Credit Rating Agencies
3.,CRISIL,5030.00,52.07,36784.40,10.23,16.06,-10.92,-28.86,66.64,12.38,7.69,5.68,27.68,0.00,41.95,-1.80,CRISIL,Credit Rating Agencies
1.,CARE Ratings,1554.10,33.91,4651.75,21.63,76.95,13.77,52.93,0.00,29.38,23.75,21.31,2.68,0.00,99.15,33.66,CARERATING,Credit Rating Agencies
2.,ICRA,6104.00,36.57,5891.10,5.48,30.73,-4.16,13.77,51.87,24.17,8.78,12.90,21.09,0.00,53.10,5.06,ICRA,Credit Rating Agencies
3.,CRISIL,5030.00,52.07,36784.40,10.23,16.06,-10.92,-28.86,66.64,12.38,7.69,5.68,27.68,0.00,41.95,-1.80,CRISIL,Credit Rating Agencies
1.,CARE Ratings,1554.10,33.91,4651.75,21.63,76.95,13.77,52.93,0.00,29.38,23.75,21.31,2.68,0.00,99.15,33.66,CARERATING,Credit Rating Agencies
2.,ICRA,6104.00,36.57,5891.10,5.48,30.73,-4.16,13.77,51.87,24.17,8.78,12.90,21.09,0.00,53.10,5.06,ICRA,Credit Rating Agencies
3.,CRISIL,5030.00,52.07,36784.40,10.23,16.06,-10.92,-28.86,66.64,12.38,7.69,5.68,27.68,0.00,41.95,-1.80,CRISIL,Credit Rating Agencies
1.,CARE Ratings,1554.10,33.91,4651.75,21.63,76.95,13.77,52.93,0.00,29.38,23.75,21.31,2.68,0.00,99.15,33.66,CARERATING,Credit Rating Agencies
2.,ICRA,6104.00,36.57,5891.10,5.48,30.73,-4.16,13.77,51.87,24.17,8.78,12.90,21.09,0.00,53.10,5.06,ICRA,Credit Rating Agencies
3.,CRISIL,5030.00,52.07,36784.40,10.23,16.06,-10.92,-28.86,66.64,12.38,7.69,5.68,27.68,0.00,41.95,-1.80,CRISIL,Credit Rating Agencies
1.,CARE Ratings,1554.10,33.91,4651.75,21.63,76.95,13.77,52.93,0.00,29.38,23.75,21.31,2.68,0.00,99.15,33.66,CARERATING,Credit Rating Agencies
2.,ICRA,6104.00,36.57,5891.10,5.48,30.73,-4.16,13.77,51.87,24.17,8.78,12.90,21.09,0.00,53.10,5.06,ICRA,Credit Rating Agencies
3.,CRISIL,5030.00,52.07,36784.40,10.23,16.06,-10.92,-28.86,66.64,12.38,7.69,5.68,27.68,0.00,41.95,-1.80,CRISIL,Credit Rating Agencies
1.,Guj.Nat.Resour.,47.97,,615.94,-29.57,84.72,-23.09,-157.50,2.31,0.00,0.19,60.59,7.16,0.00,0.32,152.66,513536,Crude Oil & Natural Gas
2.,Asian Energy,340.20,43.00,1523.24,-3.31,-36.05,-6.17,-11.29,60.97,0.00,2.35,135.85,23.44,0.00,17.73,41.09,ASIANENE,Crude Oil & Natural Gas
3.,O N G C,248.80,7.94,312997.40,-0.75,-17.97,4.91,-0.96,58.89,19.93,7.11,2.62,27.88,0.00,4.68,7.42,ONGC,Crude Oil & Natural Gas
4.,Deep Industries,443.60,21.21,2839.04,39.75,12.21,8.01,-533.98,63.49,1.17,2.17,35.65,28.97,0.00,17.05,-5.83,DEEPINDS,Crude Oil & Natural Gas
5.,Hind.Oil Explor.,189.75,17.99,2509.32,-18.18,-6.98,54.54,300.74,0.00,0.32,1.76,18.30,35.37,0.00,10.79,-2.37,HINDOILEXP,Crude Oil & Natural Gas
6.,Oil India,427.55,9.41,69545.62,-13.29,-42.98,15.04,-29.58,56.66,18.31,8.51,8.10,44.32,0.00,7.31,6.60,OIL,Crude Oil & Natural Gas
7.,Selan Expl. Tech,579.45,11.91,880.75,12.79,30.04,-3.53,-13.89,30.46,0.01,3.61,65.83,47.31,0.00,22.36,-3.78,SELAN,Crude Oil & Natural Gas
8.,Aban Offshore,40.76,,237.90,23.35,15.37,0.96,-139.83,46.00,0.96,0.12,54.76,55.54,0.00,0.03,0.80,ABAN,Crude Oil & Natural Gas
1.,Guj.Nat.Resour.,47.97,,615.94,-29.57,84.72,-23.09,-157.50,2.31,0.00,0.19,60.59,7.16,0.00,0.32,152.66,513536,Crude Oil & Natural Gas
2.,Asian Energy,340.20,43.00,1523.24,-3.31,-36.05,-6.17,-11.29,60.97,0.00,2.35,135.85,23.44,0.00,17.73,41.09,ASIANENE,Crude Oil & Natural Gas
3.,O N G C,248.80,7.94,312997.40,-0.75,-17.97,4.91,-0.96,58.89,19.93,7.11,2.62,27.88,0.00,4.68,7.42,ONGC,Crude Oil & Natural Gas
4.,Deep Industries,443.60,21.21,2839.04,39.75,12.21,8.01,-533.98,63.49,1.17,2.17,35.65,28.97,0.00,17.05,-5.83,DEEPINDS,Crude Oil & Natural Gas
5.,Hind.Oil Explor.,189.75,17.99,2509.32,-18.18,-6.98,54.54,300.74,0.00,0.32,1.76,18.30,35.37,0.00,10.79,-2.37,HINDOILEXP,Crude Oil & Natural Gas
6.,Oil India,427.55,9.41,69545.62,-13.29,-42.98,15.04,-29.58,56.66,18.31,8.51,8.10,44.32,0.00,7.31,6.60,OIL,Crude Oil & Natural Gas
7.,Selan Expl. Tech,579.45,11.91,880.75,12.79,30.04,-3.53,-13.89,30.46,0.01,3.61,65.83,47.31,0.00,22.36,-3.78,SELAN,Crude Oil & Natural Gas
8.,Aban Offshore,40.76,,237.90,23.35,15.37,0.96,-139.83,46.00,0.96,0.12,54.76,55.54,0.00,0.03,0.80,ABAN,Crude Oil & Natural Gas
1.,Guj.Nat.Resour.,47.97,,615.94,-29.57,84.72,-23.09,-157.50,2.31,0.00,0.19,60.59,7.16,0.00,0.32,152.66,513536,Crude Oil & Natural Gas
2.,Asian Energy,340.20,43.00,1523.24,-3.31,-36.05,-6.17,-11.29,60.97,0.00,2.35,135.85,23.44,0.00,17.73,41.09,ASIANENE,Crude Oil & Natural Gas
3.,O N G C,248.80,7.94,312997.40,-0.75,-17.97,4.91,-0.96,58.89,19.93,7.11,2.62,27.88,0.00,4.68,7.42,ONGC,Crude Oil & Natural Gas
4.,Deep Industries,443.60,21.21,2839.04,39.75,12.21,8.01,-533.98,63.49,1.17,2.17,35.65,28.97,0.00,17.05,-5.83,DEEPINDS,Crude Oil & Natural Gas
5.,Hind.Oil Explor.,189.75,17.99,2509.32,-18.18,-6.98,54.54,300.74,0.00,0.32,1.76,18.30,35.37,0.00,10.79,-2.37,HINDOILEXP,Crude Oil & Natural Gas
6.,Oil India,427.55,9.41,69545.62,-13.29,-42.98,15.04,-29.58,56.66,18.31,8.51,8.10,44.32,0.00,7.31,6.60,OIL,Crude Oil & Natural Gas
7.,Selan Expl. Tech,579.45,11.91,880.75,12.79,30.04,-3.53,-13.89,30.46,0.01,3.61,65.83,47.31,0.00,22.36,-3.78,SELAN,Crude Oil & Natural Gas
8.,Aban Offshore,40.76,,237.90,23.35,15.37,0.96,-139.83,46.00,0.96,0.12,54.76,55.54,0.00,0.03,0.80,ABAN,Crude Oil & Natural Gas
1.,Guj.Nat.Resour.,47.97,,615.94,-29.57,84.72,-23.09,-157.50,2.31,0.00,0.19,60.59,7.16,0.00,0.32,152.66,513536,Crude Oil & Natural Gas
2.,Asian Energy,340.20,43.00,1523.24,-3.31,-36.05,-6.17,-11.29,60.97,0.00,2.35,135.85,23.44,0.00,17.73,41.09,ASIANENE,Crude Oil & Natural Gas
3.,O N G C,248.80,7.94,312997.40,-0.75,-17.97,4.91,-0.96,58.89,19.93,7.11,2.62,27.88,0.00,4.68,7.42,ONGC,Crude Oil & Natural Gas
4.,Deep Industries,443.60,21.21,2839.04,39.75,12.21,8.01,-533.98,63.49,1.17,2.17,35.65,28.97,0.00,17.05,-5.83,DEEPINDS,Crude Oil & Natural Gas
5.,Hind.Oil Explor.,189.75,17.99,2509.32,-18.18,-6.98,54.54,300.74,0.00,0.32,1.76,18.30,35.37,0.00,10.79,-2.37,HINDOILEXP,Crude Oil & Natural Gas
6.,Oil India,427.55,9.41,69545.62,-13.29,-42.98,15.04,-29.58,56.66,18.31,8.51,8.10,44.32,0.00,7.31,6.60,OIL,Crude Oil & Natural Gas
7.,Selan Expl. Tech,579.45,11.91,880.75,12.79,30.04,-3.53,-13.89,30.46,0.01,3.61,65.83,47.31,0.00,22.36,-3.78,SELAN,Crude Oil & Natural Gas
8.,Aban Offshore,40.76,,237.90,23.35,15.37,0.96,-139.83,46.00,0.96,0.12,54.76,55.54,0.00,0.03,0.80,ABAN,Crude Oil & Natural Gas
1.,Guj.Nat.Resour.,47.97,,615.94,-29.57,84.72,-23.09,-157.50,2.31,0.00,0.19,60.59,7.16,0.00,0.32,152.66,513536,Crude Oil & Natural Gas
2.,Asian Energy,340.20,43.00,1523.24,-3.31,-36.05,-6.17,-11.29,60.97,0.00,2.35,135.85,23.44,0.00,17.73,41.09,ASIANENE,Crude Oil & Natural Gas
3.,O N G C,248.80,7.94,312997.40,-0.75,-17.97,4.91,-0.96,58.89,19.93,7.11,2.62,27.88,0.00,4.68,7.42,ONGC,Crude Oil & Natural Gas
4.,Deep Industries,443.60,21.21,2839.04,39.75,12.21,8.01,-533.98,63.49,1.17,2.17,35.65,28.97,0.00,17.05,-5.83,DEEPINDS,Crude Oil & Natural Gas
5.,Hind.Oil Explor.,189.75,17.99,2509.32,-18.18,-6.98,54.54,300.74,0.00,0.32,1.76,18.30,35.37,0.00,10.79,-2.37,HINDOILEXP,Crude Oil & Natural Gas
6.,Oil India,427.55,9.41,69545.62,-13.29,-42.98,15.04,-29.58,56.66,18.31,8.51,8.10,44.32,0.00,7.31,6.60,OIL,Crude Oil & Natural Gas
7.,Selan Expl. Tech,579.45,11.91,880.75,12.79,30.04,-3.53,-13.89,30.46,0.01,3.61,65.83,47.31,0.00,22.36,-3.78,SELAN,Crude Oil & Natural Gas
8.,Aban Offshore,40.76,,237.90,23.35,15.37,0.96,-139.83,46.00,0.96,0.12,54.76,55.54,0.00,0.03,0.80,ABAN,Crude Oil & Natural Gas
1.,Nibe Ordnance,5.24,1.95,0.80,,716.67,,186.96,74.43,0.00,0.00,,0.00,-20.55,22.50,231.65,512091,"Diamond, Gems and Jewellery"
2.,Silgo Retail,50.91,25.58,94.17,16.80,10.99,58.10,26.25,69.93,0.00,0.01,2.43,4.75,0.00,,33.32,SILGO,"Diamond, Gems and Jewellery"
3.,Titan Company,3623.30,96.42,321671.57,19.39,12.97,-15.92,-16.81,52.90,12.01,17.82,18.56,6.30,0.00,5.83,13.18,TITAN,"Diamond, Gems and Jewellery"
4.,Sunraj Diamond,14.49,,7.72,211.76,-50.00,120.83,-60.71,35.83,0.17,0.00,125.57,8.35,-3.75,,12.06,523425,"Diamond, Gems and Jewellery"
5.,Patdiam Jeweller,265.00,16.77,114.40,68.67,31.40,10.73,-33.66,74.15,0.00,0.00,,9.17,0.00,8.59,-9.17,539401,"Diamond, Gems and Jewellery"
6.,Neogem India,3.50,,2.86,,18.18,,-12.50,41.99,0.00,0.00,,12.50,0.00,,1.45,526195,"Diamond, Gems and Jewellery"
7.,Manoj Jewellers,47.02,13.25,42.24,,,,,63.27,,,,12.85,-31.72,,,544400,"Diamond, Gems and Jewellery"
8.,Khazanchi Jewell,569.00,51.59,1408.09,89.74,113.45,4.95,14.84,74.51,1.60,0.00,,15.07,0.00,14.29,-5.14,543953,"Diamond, Gems and Jewellery"
9.,D.P. Abhushan,1581.90,34.54,3584.64,41.63,123.46,7.90,48.59,74.99,0.05,0.20,50.13,17.94,1.17,12.07,-4.37,DPABHUSHAN,"Diamond, Gems and Jewellery"
10.,Kenrik Indust.,22.47,26.50,28.09,,,,,72.01,0.00,0.00,,18.50,,,,544398,"Diamond, Gems and Jewellery"
11.,Laxmi Goldorna,527.95,104.85,1101.93,-78.22,-89.07,25.09,-80.79,74.97,0.00,0.00,,19.38,0.00,1.97,-5.78,LGHL,"Diamond, Gems and Jewellery"
12.,Retaggio,20.40,9.51,31.75,,,,,60.18,0.00,0.00,,20.00,,2.75,,544391,"Diamond, Gems and Jewellery"
13.,Utssav,251.50,48.90,599.02,82.38,48.87,,,70.52,0.00,1.34,,20.22,0.00,7.25,17.56,UTSSAV,"Diamond, Gems and Jewellery"
14.,Equilateral Ent.,28.98,223.36,35.74,166.05,400.00,490.98,400.00,8.04,0.00,0.00,,20.60,0.00,,,531262,"Diamond, Gems and Jewellery"
15.,Uday Jewellery,145.65,33.69,333.86,81.01,57.09,58.86,68.77,73.93,0.00,0.00,47.03,20.82,-0.53,14.53,-4.58,539518,"Diamond, Gems and Jewellery"
16.,Orosil Smiths,4.55,38.93,23.74,1776.92,1257.14,838.46,2600.00,55.32,0.00,0.00,1544.45,20.87,0.31,,10.43,531626,"Diamond, Gems and Jewellery"
17.,Asian Star Co.,754.00,18.20,1206.91,-0.39,-38.16,5.24,-41.28,74.66,4.21,0.00,-13.36,24.35,0.00,3.08,-3.08,531847,"Diamond, Gems and Jewellery"
18.,Thangamayil Jew.,1919.90,50.28,5967.42,40.50,11.19,21.92,-34.84,61.49,14.80,4.41,28.78,25.22,0.21,4.49,6.89,THANGAMAYL,"Diamond, Gems and Jewellery"
19.,Mini Diamonds(I),167.35,52.73,394.43,59.99,84.43,11.22,9.76,4.95,0.00,0.00,105.94,28.18,-0.17,46.00,32.36,523373,"Diamond, Gems and Jewellery"
20.,Kalyan Jewellers,556.15,80.34,57363.32,36.61,36.45,-15.07,-14.21,62.85,11.97,16.89,35.36,30.08,0.00,3.60,13.00,KALYANKJIL,"Diamond, Gems and Jewellery"
21.,Sky Gold & Diam.,340.05,46.13,4988.49,116.74,309.18,29.80,-0.46,58.18,7.13,0.39,100.58,30.45,-0.06,5.05,-7.62,SKYGOLD,"Diamond, Gems and Jewellery"
22.,Shoora Designs,65.60,,9.83,180.72,-540.00,-35.28,-175.00,26.01,0.00,39.77,,32.04,0.00,,6.67,543970,"Diamond, Gems and Jewellery"
23.,Goldiam Intl.,382.00,36.52,4079.57,38.55,53.54,104.14,124.85,62.06,0.68,1.35,25.93,32.86,-0.32,1384.80,-3.16,GOLDIAM,"Diamond, Gems and Jewellery"
24.,Manoj Vaibhav,219.50,11.38,1072.22,4.74,33.12,-22.52,-5.36,74.27,1.11,0.69,5.02,33.67,0.00,3.82,-3.52,MVGJL,"Diamond, Gems and Jewellery"
25.,Shukra Jewellery,11.40,32.91,15.47,,88.89,-92.65,-102.63,44.31,0.60,0.00,,33.87,-1.29,0.83,-17.27,523790,"Diamond, Gems and Jewellery"
26.,Golkunda Diamond,200.00,10.03,139.21,46.28,54.55,29.86,369.52,72.79,0.00,0.00,33.49,34.19,0.03,6.98,-14.62,523676,"Diamond, Gems and Jewellery"
27.,P N Gadgil Jewe.,545.50,33.92,7402.85,5.04,12.85,-34.80,-27.95,83.11,5.49,0.65,27.53,35.67,0.00,8.36,-7.28,PNGJL,"Diamond, Gems and Jewellery"
28.,PC Jeweller,12.45,21.90,7912.30,1496.23,174.73,26.63,-17.29,39.80,9.10,4.90,725.94,36.48,-3.72,48.44,-0.48,PCJEWELLER,"Diamond, Gems and Jewellery"
29.,Vaibhav Global,250.25,29.10,4161.20,10.02,28.20,22.72,129.82,57.30,0.85,18.59,12.76,36.65,0.00,21.66,-4.55,VAIBHAVGBL,"Diamond, Gems and Jewellery"
30.,Minal Industries,3.90,26.91,74.83,-40.11,-82.65,-17.64,327.59,40.63,0.00,0.00,55.92,36.69,0.00,25.50,-4.75,522235,"Diamond, Gems and Jewellery"
31.,Veeram Securit.,9.02,19.96,68.23,-34.68,67.44,-28.79,1.41,55.24,0.00,0.00,57.32,37.53,0.24,,-4.26,540252,"Diamond, Gems and Jewellery"
32.,Narbada Gems,56.00,66.95,118.49,-31.76,-65.74,15.34,2014.29,74.99,0.00,0.00,-17.90,37.73,0.00,4.18,6.52,519455,"Diamond, Gems and Jewellery"
33.,Moksh Ornaments,14.22,14.13,119.11,58.49,-9.09,42.65,-47.58,36.87,0.00,6.82,32.30,38.17,-18.26,2.73,8.89,MOKSH,"Diamond, Gems and Jewellery"
34.,Rajesh Exports,201.80,155.64,5958.37,75.81,0.55,10.88,284.15,54.55,11.12,14.70,-2.19,39.31,0.00,2.68,25.38,RAJESHEXPO,"Diamond, Gems and Jewellery"
35.,PNGS Gargi FJ,920.00,33.08,952.93,47.53,74.89,-37.41,-55.08,70.23,1.01,0.00,263.45,39.34,0.00,92.67,-19.43,543709,"Diamond, Gems and Jewellery"
36.,Goenka Diamond,0.88,,27.89,31.25,-38.00,10.53,-16.95,57.55,2.18,0.00,234.09,40.54,0.00,-3.86,-2.20,GOENKA,"Diamond, Gems and Jewellery"
37.,Kanani Industrie,2.31,43.53,45.72,-5.14,987.50,-55.92,1320.00,33.79,0.00,0.00,-18.13,40.77,0.00,,-6.20,KANANIIND,"Diamond, Gems and Jewellery"
38.,Renaiss. Global,122.05,18.57,1308.77,8.34,-12.80,72.53,116.37,58.97,0.46,1.20,2.10,41.15,0.14,3.37,-8.68,RGL,"Diamond, Gems and Jewellery"
39.,Radhika Jeweltec,91.35,18.64,1077.94,17.22,45.05,56.72,114.84,63.73,0.00,0.03,23.43,41.95,0.00,40.03,-6.97,RADHIKAJWE,"Diamond, Gems and Jewellery"
40.,RBZ Jewellers Lt,144.38,14.88,577.52,59.31,218.59,-29.16,-34.53,75.00,1.58,0.59,,42.81,0.00,5.66,-22.88,RBZJEWEL,"Diamond, Gems and Jewellery"
41.,Ashapuri Gold,7.11,17.69,236.99,103.02,101.44,16.76,21.45,48.06,0.00,0.00,97.36,43.12,0.00,59.78,-14.60,542579,"Diamond, Gems and Jewellery"
42.,T B Z,204.75,19.13,1366.30,25.21,39.37,63.63,149.62,74.12,0.00,0.64,15.71,43.18,0.00,4.15,4.34,TBZ,"Diamond, Gems and Jewellery"
43.,Bhakti Gems,12.00,30.59,18.04,33.33,0.00,65.55,-45.00,40.79,0.00,0.00,17.05,44.29,0.00,4.25,-18.48,540545,"Diamond, Gems and Jewellery"
44.,Kabra Jewels,145.90,16.29,152.98,,,,,62.56,1.89,3.28,,44.94,-26.56,,-13.59,KKJEWELS,"Diamond, Gems and Jewellery"
45.,Shukra Bullions,20.89,47.64,10.48,,0.00,-53.13,-107.69,57.18,4.98,0.00,,45.54,0.00,,-34.53,531506,"Diamond, Gems and Jewellery"
46.,Motisons Jewel,17.82,41.35,1754.31,17.93,41.93,32.89,47.12,66.00,0.49,0.16,18.44,47.28,0.00,11.74,-14.14,MOTISONS,"Diamond, Gems and Jewellery"
47.,SwarnsaritaJewel,34.18,7.63,71.35,7.35,1045.00,-4.83,213.70,52.03,0.02,0.00,5.19,47.40,0.00,2.74,-9.32,526365,"Diamond, Gems and Jewellery"
48.,Dev Labtech,61.05,142.01,72.43,-6.74,-63.36,-12.51,1500.00,56.69,0.00,0.00,,47.42,2.14,14.20,0.16,543848,"Diamond, Gems and Jewellery"
49.,Kenvi Jewels,3.25,56.26,41.07,-47.52,-48.21,28.78,70.59,57.95,0.00,0.00,-5.91,50.76,0.00,2.79,-12.74,540953,"Diamond, Gems and Jewellery"
50.,Divine Hira,44.15,38.92,57.60,,,,,72.70,0.11,0.00,,50.94,-27.04,5.70,,DIVINEHIRA,"Diamond, Gems and Jewellery"
1.,Sobhagya Mercant,388.00,27.37,325.92,64.64,68.98,55.14,72.99,75.02,0.00,0.00,14.65,10.65,0.02,36.06,37.54,512014,Diversified
2.,Quess Corp,365.75,14.36,5447.85,13.99,18.82,6.56,-9.07,56.99,9.77,14.82,10.67,14.52,0.42,5.16,20.09,QUESS,Diversified
3.,DCM Shriram,1044.10,26.95,16281.94,19.90,51.88,-14.56,-31.75,66.52,7.76,4.10,10.87,23.85,0.00,7.34,-1.32,DCMSHRIRAM,Diversified
4.,Prashant India,12.59,,5.34,-28.57,-350.00,-58.33,-400.00,19.42,0.05,0.00,-21.48,24.48,0.00,,-20.52,519014,Diversified
5.,Acrow India,758.00,,48.51,,13.89,,135.65,54.63,0.00,0.00,,25.69,0.00,,2.72,513149,Diversified
6.,3M India,29737.20,60.35,33513.85,8.38,-15.88,-1.88,-14.96,75.00,8.08,3.78,5.55,27.47,0.00,56.24,10.56,3MINDIA,Diversified
7.,Nava,477.40,13.01,13854.20,-9.40,-0.62,-6.44,6.41,50.13,0.19,9.74,4.00,29.16,1.24,66.06,29.74,NAVA,Diversified
8.,Balmer Lawrie,216.85,14.32,3708.20,7.83,-6.01,-1.33,1.03,0.00,1.79,2.58,5.12,32.33,0.00,8.33,38.02,BALMLAWRIE,Diversified
9.,Empire Inds.,1073.40,15.10,644.04,14.82,2.94,7.40,7.24,72.55,5.95,0.00,2.92,32.87,0.00,2.65,5.00,509525,Diversified
10.,Ecoboard Inds.,28.36,,50.57,-83.21,-1864.29,-3.21,25.42,57.34,0.00,0.00,-10.77,33.21,-0.03,-21.45,-13.96,523732,Diversified
11.,Bombay Cycle,1704.30,23.67,68.18,7.87,-96.51,13.83,-97.54,72.46,1.97,0.00,15.46,34.30,0.00,66.00,-5.74,501430,Diversified
12.,Tara Chand Infra,67.04,21.26,528.44,75.59,24.76,26.83,50.00,70.67,0.00,0.14,47.26,36.02,1.07,7.16,27.67,TARACHAND,Diversified
13.,TTK Healthcare,1204.20,24.84,1701.57,11.36,29.79,3.15,-2.73,74.56,1.14,1.90,5.52,37.38,0.00,28.55,-0.46,TTKHLTCARE,Diversified
14.,Spectrum Talent,128.95,24.37,297.79,23.39,15.59,-9.48,-38.23,73.68,2.29,2.67,,40.30,0.00,57.88,-16.91,SPECTSTM,Diversified
15.,Mafatlal Inds.,131.75,9.13,947.40,-41.15,-30.27,-50.59,-4.52,69.56,0.60,0.59,106.48,40.37,0.00,5.61,-5.14,500264,Diversified
16.,Thacker & Co.,1300.00,6.67,141.40,22.43,-25.78,-36.10,-38.71,64.28,7.65,0.00,4.60,43.05,0.00,,-12.08,509945,Diversified
17.,SVC Industries,3.75,,61.16,63.64,-14.04,-78.57,-16.07,47.71,0.02,0.00,,44.03,0.00,-62.00,-7.69,524488,Diversified
18.,Swan Energy,442.45,17.80,13868.93,19.89,388.19,84.87,737.11,53.96,13.24,10.25,25.43,45.36,0.00,25.74,-0.17,SWANENERGY,Diversified
19.,Krypton Industri,55.75,60.70,81.95,-5.07,-58.49,-4.90,-52.17,26.21,0.02,0.00,28.79,45.87,-0.01,1.75,-2.09,523550,Diversified
20.,Vikas Ecotech,2.42,28.59,428.04,23.81,-144.72,-5.01,-119.30,10.65,0.00,0.02,40.82,46.22,0.00,1.36,-7.69,VIKASECO,Diversified
21.,Kush Industries,9.07,,13.84,,200.00,,125.00,58.01,0.10,0.00,,46.80,0.00,,0.80,514240,Diversified
22.,Maitri Enterp.,23.86,30.00,10.50,29.80,155.56,5.04,-190.70,63.01,0.00,0.00,84.02,53.53,0.00,6.63,-40.62,513430,Diversified
23.,Andrew Yule & Co,29.74,,1454.13,-21.21,-13.86,-23.59,-197.10,89.25,2.20,0.00,-6.98,54.70,0.00,-2.47,-14.42,ANDREWYU,Diversified
24.,Sri Ramakr. Mill,43.16,5.58,30.73,269.10,-368.00,128.54,64.44,64.01,0.00,0.00,133.75,60.39,0.00,0.03,-12.40,521178,Diversified
25.,Indifra Ltd,15.15,42.46,11.04,2022.22,122.88,1.49,2800.00,67.56,0.00,0.00,,62.13,0.00,,-13.18,INDIFRA,Diversified
26.,Jamshri Realty,87.55,,61.17,26.85,2.86,6.18,0.00,70.04,0.35,0.00,45.50,70.39,-0.09,0.48,-18.96,502901,Diversified
27.,Indrayani Biotec,15.66,11.09,71.33,-55.69,-75.51,-43.78,-71.07,33.28,3.66,0.00,-23.71,75.03,0.00,1.42,-31.84,526445,Diversified
21.,Kush Industries,9.07,,13.84,,200.00,,125.00,58.01,0.10,0.00,,46.80,0.00,,0.80,514240,Diversified
22.,Maitri Enterp.,23.86,30.00,10.50,29.80,155.56,5.04,-190.70,63.01,0.00,0.00,84.02,53.53,0.00,6.63,-40.62,513430,Diversified
23.,Andrew Yule & Co,29.74,,1454.13,-21.21,-13.86,-23.59,-197.10,89.25,2.20,0.00,-6.98,54.70,0.00,-2.47,-14.42,ANDREWYU,Diversified
24.,Sri Ramakr. Mill,43.16,5.58,30.73,269.10,-368.00,128.54,64.44,64.01,0.00,0.00,133.75,60.39,0.00,0.03,-12.40,521178,Diversified
25.,Indifra Ltd,15.15,42.46,11.04,2022.22,122.88,1.49,2800.00,67.56,0.00,0.00,,62.13,0.00,,-13.18,INDIFRA,Diversified
26.,Jamshri Realty,87.55,,61.17,26.85,2.86,6.18,0.00,70.04,0.35,0.00,45.50,70.39,-0.09,0.48,-18.96,502901,Diversified
27.,Indrayani Biotec,15.66,11.09,71.33,-55.69,-75.51,-43.78,-71.07,33.28,3.66,0.00,-23.71,75.03,0.00,1.42,-31.84,526445,Diversified
21.,Kush Industries,9.07,,13.84,,200.00,,125.00,58.01,0.10,0.00,,46.80,0.00,,0.80,514240,Diversified
22.,Maitri Enterp.,23.86,30.00,10.50,29.80,155.56,5.04,-190.70,63.01,0.00,0.00,84.02,53.53,0.00,6.63,-40.62,513430,Diversified
23.,Andrew Yule & Co,29.74,,1454.13,-21.21,-13.86,-23.59,-197.10,89.25,2.20,0.00,-6.98,54.70,0.00,-2.47,-14.42,ANDREWYU,Diversified
24.,Sri Ramakr. Mill,43.16,5.58,30.73,269.10,-368.00,128.54,64.44,64.01,0.00,0.00,133.75,60.39,0.00,0.03,-12.40,521178,Diversified
25.,Indifra Ltd,15.15,42.46,11.04,2022.22,122.88,1.49,2800.00,67.56,0.00,0.00,,62.13,0.00,,-13.18,INDIFRA,Diversified
26.,Jamshri Realty,87.55,,61.17,26.85,2.86,6.18,0.00,70.04,0.35,0.00,45.50,70.39,-0.09,0.48,-18.96,502901,Diversified
27.,Indrayani Biotec,15.66,11.09,71.33,-55.69,-75.51,-43.78,-71.07,33.28,3.66,0.00,-23.71,75.03,0.00,1.42,-31.84,526445,Diversified
1.,CLN Energy,378.00,40.80,398.91,,,,,72.60,1.90,12.60,,14.48,,38.95,44.25,544347,Dry cells
2.,ATC Energies,95.50,17.88,194.71,,,,,72.06,1.65,6.29,,17.21,-26.12,11.30,,ATCENERGY,Dry cells
3.,Indo National,522.95,3.17,392.21,-27.74,-450.87,-4.66,-656.22,65.35,0.00,0.00,-8.51,21.31,0.00,-122.90,17.99,NIPPOBATRY,Dry cells
4.,Panasonic Energy,400.00,25.72,299.99,-1.82,-46.46,6.91,-40.10,58.06,0.00,0.00,0.55,31.85,0.00,71.50,12.61,504093,Dry cells
5.,Eveready Inds.,311.20,27.45,2262.04,6.46,29.44,-10.33,-20.46,43.19,2.63,4.86,2.58,38.38,0.00,3.09,-0.83,EVEREADY,Dry cells
1.,CLN Energy,378.00,40.80,398.91,,,,,72.60,1.90,12.60,,14.48,,38.95,44.25,544347,Dry cells
2.,ATC Energies,95.50,17.88,194.71,,,,,72.06,1.65,6.29,,17.21,-26.12,11.30,,ATCENERGY,Dry cells
