S.No.,Name,CMP Rs.,P/E,Mar Cap Rs.Cr.,Qtr Sales Var %,Qtr Profit Var %,QoQ Sales %,QoQ Profits %,Prom. Hold. %,DII Hold %,FII Hold %,Exp Qtr Sales Var %,RSI Rs.,MACD Signal Rs.,Change in Prom Hold %,ROCE,SYMBOL
358,Elgi Equipments,589.55,46.05,18683.37,6.39,4.77,1.95,-8.12,31.19,4.92,29.02,8.84,36.47,3.48,0,24.43,ELGIEQUIP
359,Blue Star,1241.3,71.23,25522.96,24.92,71.87,18.56,41.95,36.49,24.82,15.38,18.23,47.77,25.37,0,24.42,BLUESTARCO
360,Integra Engg.,233.85,48.41,803.63,9.65,-54.06,16.31,21.1,54.48,0.28,0,17.64,46.83,-13.55,0,24.39,505358
361,Jupiter Wagons,355.3,54.38,14648.79,39.01,79.82,1.88,2.23,70.12,2.05,1.26,98.08,49.91,-7.51,-2.25,24.35,JWL
362,Metro Brands,1122.05,93.64,30508.87,6.14,-12.63,14.36,46.07,74.17,5.98,2.69,17.58,51.35,-13.79,-0.03,24.32,METROBRAND
363,Vimta Labs,449.05,25.36,995.57,4.71,-5.02,10.85,59.8,36.98,1.49,2.88,2.88,41.22,-4.35,-0.03,24.29,VIMTALABS
364,Savita Oil Tech,412.65,13.71,2851.43,5.48,138.24,7.83,43.71,71.92,7.4,1.41,7.8,49.58,0.69,0,24.24,SOTL
365,Dixon Technolog.,7165.15,121.92,42863.07,100.37,85.85,-2.53,-14.37,33.63,26.39,17.41,42.28,61.52,137.21,-0.17,24.18,DIXON
366,L G Balakrishnan,1201.15,15.04,3770.7,3.33,2.12,0.04,-3.66,33.74,13.9,7.81,1.22,56.07,-18,0,24.15,LGBBROSLTD
367,Rainbow Child.,1248.35,57.69,12670.96,9.65,7.27,0.99,-0.92,49.83,15.62,22.32,21.2,55.13,-22.03,0,24.1,RAINBOW
368,Datamatics Glob.,550.6,15.98,3248.76,-0.9,-8.2,-1.99,-15.39,66.44,0.36,2.81,15.9,43.33,-30.14,-0.06,24.07,DATAMATICS
369,Nikhil Adhesives,124.2,43.52,570.61,-19.48,2.07,-9.4,-14.2,54.44,0,0,-27.45,43.33,-1.43,0,24.01,526159
370,D.P. Abhushan,858.3,38.1,1910.13,13.94,-14.57,40.13,25.36,75,0,0,7.78,65.78,17.71,0,23.98,DPABHUSHAN
371,eMudhra,816.1,96.88,6758.26,59.01,31.56,1.12,6.61,54.4,12.92,4.78,61.37,86.29,30.2,-3.3,23.96,EMUDHRA
372,HMA Agro Inds.,51.4,24.28,2573.96,62.88,56.36,4.29,772.11,83.61,0,7.4,,27.85,-5.03,0,23.96,HMAAGRO
373,Newgen Software,762.95,50.32,10691.89,27.24,42.59,13.23,49.61,55.07,9.73,15.14,31.35,48.76,-14.57,-0.09,23.95,NEWGEN
374,Tata Comm,1922.65,59.66,54795.53,24.4,-102.15,15.61,-79.64,58.87,12.12,19.2,13.59,53.85,38.7,0.01,23.89,TATACOMM
375,Dynamic Cables,380.55,24.66,837.74,21.12,13.25,25.28,47.74,74.45,0.08,0.08,7.9,41.6,-15.21,0.01,23.89,DYCL
376,Creative Newtech,707.15,28.94,993.82,21.26,50.2,18.84,10.42,56.91,1.49,0,50.5,43.36,-22.91,0,23.84,CREATIVE
377,Pidilite Inds.,2960.1,87.95,150553.45,4.42,67.83,1.75,11.43,69.84,8.32,11.49,4.8,66.88,52.05,-0.02,23.83,PIDILITIND
378,Innova Captab,486.75,42.03,2785.42,24.99,28.35,6.91,9.69,50.9,10.31,3.57,,38.6,-11.13,,23.77,INNOVACAP
379,Berger Paints,558.35,57.53,65090.75,6.99,49.12,4.14,2.75,74.99,4.67,10.68,7.94,45.91,-2.51,0,23.75,BERGEPAINT
380,Krishna Institu.,2021.7,47.87,16179.22,7.77,-5.45,-7.15,-24.43,38.82,34.24,15.27,24.56,40.03,-33.02,-0.03,23.7,KIMS
381,Engineers India,196.55,21.25,11046.94,3.02,292.99,9.85,-50.3,51.32,15.51,7.6,2.79,45.56,-6.37,0,23.69,ENGINERSIN
382,SBC Exports,20.15,52.65,639.68,0.15,21.89,54.33,32.71,65.91,0,0.03,12.48,39.29,-0.93,0.22,23.69,SBC
383,Grauer & Weil,172.05,27.99,3900.47,13.61,24.13,13.79,14.12,69.05,0.02,1.07,16.87,50.92,-1.25,0,23.68,505710
384,Sai Silks,195,32.37,2990.64,1.01,2.11,17.01,36.94,60.8,19.83,4.59,,40.37,-14.25,0,23.65,KALAMANDIR
385,RBZ Jewellers Lt,153.3,27.41,613.2,25.31,14.33,56.21,-19.95,75,3.03,4.33,,44.84,-5.39,-25,23.65,RBZJEWEL
386,Tinna Rubber,668.45,36.48,1145.02,23.7,111.91,16.73,30.71,73.81,0,0.82,15.75,49.37,0.29,0,23.57,530475
387,Galaxy Surfact.,2322.5,26.18,8234.37,-13.33,-32.8,-4.34,-7.81,70.92,12.43,3.61,-14.92,37.2,-72.13,-0.01,23.57,GALAXYSURF
388,Astral,1938.9,92.26,52084.09,8.08,22.21,0.53,-13.97,54.1,13.66,19.79,9.65,42.22,15.71,-1.75,23.56,ASTRAL
389,Agarwal Indl.,812.35,12.21,1215.1,-11.58,9.6,110.5,72.58,57.2,0.14,6.24,0.68,34.9,-46.1,0,23.55,AGARIND
390,HLE Glascoat,438.65,63.56,2994.47,11.7,-68.7,6.63,-44.82,66.69,3.95,4.24,9.4,26.73,-18.38,0,23.52,HLEGLAS
391,Gulf Oil Lubric.,943.65,16.29,4639.78,4.63,28.87,1.86,9.66,71.94,4.03,4.98,13.68,51.6,11.87,0,23.48,GULFOILLUB
392,Mastek,2634.5,28.54,8081.24,19.07,17.36,2.45,19.07,36.47,6.41,14.1,22.59,37.87,-54.11,-0.03,23.44,MASTEK
393,Annapurna Swadi.,398.5,63.99,692.99,,,38.68,53.63,48.96,0,0,,61.87,-4.66,-2.89,23.42,ANNAPURNA
394,PDS,478.6,40.72,6312.88,0.23,-81.19,4.75,-71.17,65.84,0.64,3.42,-6.24,40.55,-20.79,-0.16,23.36,PDSL
395,Mukka Proteins,40.85,28.31,1225.5,,,,,73.33,4.59,7.65,,,-1.37,-11.89,23.35,MUKKA
396,Dhunseri Invest.,1200.55,8.66,732,84.96,-101.62,20.14,-101.09,74.95,0.04,0.09,28.03,49.88,-34.04,0,23.34,DHUNINV
397,KSB,3724.25,62.12,12964.11,14.87,-1.79,6.9,9.58,66.69,10.13,4.5,23.82,49.95,-16.12,0,23.3,KSB
398,EIH Assoc.Hotels,709.2,30.7,2160.93,14.5,25.56,115.46,4217.39,75,0,13.81,30.58,53.11,-0.27,0,23.26,EIHAHOTELS
399,Kamdhenu,527.5,32.19,1420.85,-15.13,-7.32,-16.22,9.43,58.74,0.19,0.58,-3.78,43.52,-2.82,0,23.22,KAMDHENU
400,Dolat Algotech,68.35,12.51,1202.96,38.27,39.95,14.32,18.5,74.49,0,0.01,1.23,43.98,-1.64,0,23.15,DOLATALGO
401,Control Print,934.6,25.88,1494.82,13.56,0.07,2.55,-4.75,52.73,2.16,4.59,18.89,51.01,-6.96,0.05,23.05,CONTROLPR
402,Ganesh Housing,759.75,16.36,6335.33,171.4,375.91,11.07,16.92,73.06,0.07,0.87,214.77,54.44,7.55,0,23.05,GANESHHOUC
403,MMTC,66.3,104.73,9945,-99.9,-41.83,-100.35,7.05,89.93,2.43,0,-53.15,39,-2.8,0,23.01,MMTC
404,Campus Activewe.,224.85,86.18,6863.68,1.37,-48.48,82.48,7678.13,73.88,7.07,5.94,-2.73,36.5,-7.67,0,23.01,CAMPUS
405,Venus Pipes,1791.5,48.88,3636.05,52.18,106.38,8.24,14.91,48.68,8.26,4.81,55.21,59.25,36.79,0.05,22.94,VENUSPIPES
406,Lak. Mach. Works,14468.65,38.47,15456.86,-0.62,-12.59,-8.06,-14.2,31.13,11.28,4.97,15.12,55.56,7.91,0,22.92,LAXMIMACH
407,G N F C,624.4,13.26,9174.98,-21.89,-70.68,0.38,-46.63,41.3,7.58,20.11,-23.67,43.72,-19.06,0.12,22.89,GNFC
408,Kama Holdings,2502.3,10.69,8030.02,-12.2,-52.43,-4.06,-15.04,75,0,0.22,-8.91,41.94,-24.85,-0.05,22.88,532468
409,IIFL Securities,118.5,8.71,3646.29,63.38,132.39,10.22,39.84,30.97,3.29,15.54,47.3,38.51,-9.73,-0.14,22.88,IIFLSEC
410,AXISCADES Tech.,566.3,59.12,2366.02,7.67,-31.71,-8.01,-32.56,60.51,7.64,0.22,17.88,36.87,-39.82,-5.23,22.85,AXISCADES
411,Surya Roshni,513.15,14.67,5583.99,-4.14,0.44,1.15,18.65,62.96,0.52,5.26,-3.17,35.38,-44.61,0,22.81,SURYAROSNI
412,Laurus Labs,397.8,114.09,21440.06,-22.65,-88.58,-2.41,-37.12,27.18,11.13,25.39,-17.27,48.68,-0.52,-0.02,22.76,LAURUSLABS
413,Dabur India,520.8,52.35,92287.8,6.96,6.41,1.6,-0.12,66.24,11.66,16.49,7.92,40.24,-4.03,0.01,22.73,DABUR
414,Hero Motocorp,4684,25.19,93643.34,20.56,51.28,2.67,8.35,34.76,28.09,28.34,10.6,56.71,9.92,-0.01,22.72,HEROMOTOCO
415,Sh. Digvijay Cem,98.15,17.98,1446.8,-7.39,208.15,4.25,324.9,55.07,0.7,2.91,10.21,40.58,-2.62,0,22.69,SHREDIGCEM
416,Gufic BioScience,297.45,35.42,2982.75,13.7,9.44,-6.09,-4.09,72.51,1.72,0.47,15.74,44.04,-8.91,-2.49,22.63,GUFICBIO
417,Ajanta Pharma,2152.3,36.84,27101.04,13.73,56.14,7.46,7.54,66.21,16.67,9.11,8.37,54.49,-9.09,0,22.61,AJANTPHARM
418,Jash Engineering,1722.65,33.96,2072.34,21.71,33.41,46.22,165.11,50.98,3.95,1.21,20.79,53.35,-17.67,0,22.54,JASH
419,J B Chem & Pharm,1624.7,49.04,25214.5,6.53,25.89,-4.22,-11.3,53.83,18.53,10.35,12.68,54.41,-17.93,-0.03,22.39,JBCHEPHARM
420,Nirlon,428.3,18.91,3859.84,5.82,-2.67,1.79,-0.71,70.34,0.01,14.25,6.49,49.12,-1.73,0,22.38,500307
421,SRF,2550.95,51.23,75616.49,-12.01,-50.4,-3.91,-15.74,50.53,14.51,19.6,-8.01,68.23,26.76,0,22.37,SRF
422,Transport Corp.,813.6,18.99,6325.28,3.65,-7.35,0.86,-8.66,68.92,12.81,2.61,6.06,47.67,-17.91,-0.02,22.36,TCI
423,Yasho Industries,1657.7,34.21,1889.65,-13.22,78.19,-6.82,23.97,72.33,0,0.13,-19.44,43.61,-26.35,0.79,22.34,YASHO
424,Havells India,1469.25,77.89,92075.4,6.94,1.55,13.17,15.59,59.43,10,23.96,9.37,49.76,25.29,0,22.31,HAVELLS
425,Bondada Engineer,912,110.86,1970.11,,,,,63.33,0,0.48,,61.66,23.5,0,22.27,543971
426,Suraj Estate,274,37.9,1215.49,,,2.45,-2.07,74.95,4.02,7.13,,18.17,-12.94,,22.25,SURAJEST
427,Marksans Pharma,145.45,20.79,6591.27,22.15,33.16,10.33,-1.05,43.85,4.76,15.55,17.95,46.43,-3.25,0,22.19,MARKSANS
428,Power Mech Proj.,4764.45,31.6,7531.71,21.82,21.56,18.77,21.03,60.4,18.57,4.24,22.73,45.58,-90.9,-3.65,22.18,POWERMECH
429,Bombay Super Hyb,210.8,105.34,2212.08,10.7,3.46,126.13,338.22,73.81,0,0,20.02,43.23,-9.96,0,22.15,BSHSL
430,MTAR Technologie,1704.8,64,5243.9,-26.19,-66.71,-29.09,-49.3,37.26,18.97,11.02,50.54,30.44,-71.45,-1.88,22.15,MTARTECH
431,Tech Mahindra,1262.65,43.81,123306.25,-4.61,-60.29,1.85,3.64,35.11,28.91,24.58,2.68,43.38,-8.25,-0.02,22.14,TECHM
432,La Opala RG,313.9,26.14,3484.29,-15.22,27.48,20.06,41.58,65.64,19.25,1.47,-4.83,40.54,-11.76,0,22.07,LAOPALA
433,TD Power Systems,272.3,34.39,4252.51,18.18,48.98,-11.37,-8.76,34.27,32.81,11.35,16.69,44.51,-2.11,0,22.06,TDPOWERSYS
434,Sona BLW Precis.,691.45,81.5,40549.52,15.78,23.91,-0.72,7.68,29.71,27.9,32.88,24.11,58.34,10.14,-0.05,22.05,SONACOMS
435,Bhagiradha Chem.,1622.05,76.72,1687.82,-40.98,-69.48,-39.05,-41.34,23.52,0,0.17,-16.91,48.59,-1.1,0,22.04,BHAGCHEM
436,GMM Pfaudler,1249.6,29.29,5617.85,8.04,1.75,-8.69,-56.25,25.18,13.1,22.58,18.98,35.82,-47.37,0,22.04,GMMPFAUDLR
437,Route Mobile,1600.55,26.74,10049.62,3.91,14.23,0.96,28.62,58.15,5.99,21.59,29.27,54.04,-4.39,0,22.03,ROUTE
438,Kuantum Papers,156.45,6.35,1365.24,-14.01,-26.41,1.1,-1.17,70.3,0,0.53,7.12,42.08,-3.3,0,22,KUANTUM
439,Wonderla Holiday,903.15,29.98,5109.42,9.15,-4.06,64.4,176.33,69.74,4.29,4.5,27.77,49.98,-5.87,0.02,22,WONDERLA
440,Banswara Syntex,149.6,9.35,512.11,-17.83,-70.96,-4.31,-2.4,54.37,0,8.93,-13,47.57,-1.57,-1.73,21.96,BANSWRAS
441,Gabriel India,336.7,29.11,4836.49,14.46,47.53,-5.86,-8.5,55,12.16,4.08,10.42,49.76,-12.66,0,21.95,GABRIEL
442,TCPL Packaging,2201.6,19.28,2003.46,-3.27,-22.57,-8.9,-31.5,55.74,6.49,0.74,8.6,43.76,17.7,0,21.91,TCPLPACK
443,RACL Geartech,1236.15,32.56,1332.77,17.08,3.42,11.69,21.67,53.34,0,0.07,20.38,60.47,13.89,-0.01,21.85,520073
444,I G Petrochems,431.65,19.34,1329.26,-5.84,-159.93,-2.73,-251.19,68.74,1.79,3.42,-3.41,41.89,-14.78,0,21.84,IGPL
445,NESCO,811.55,16.69,5718.18,24.46,33.78,1.66,6.75,68.54,4.14,3.02,37.33,43.66,-14.56,0,21.82,NESCO
446,Shankar Lal Ram.,108.05,116.95,691.16,10.84,96.69,22.5,27.96,73.51,0,0,-6.03,40.4,-1.02,0,21.78,542232
447,TajGVK Hotels,343.35,34.18,2152.86,5.43,39.78,24.28,117.52,74.99,3.46,0.8,19.29,52.65,3.13,0,21.76,TAJGVK
448,Lincoln Pharma.,601.8,13.81,1205.39,9.48,29.75,-6.12,1.41,49.8,0.06,3.22,10.01,41.98,-17.57,-0.73,21.72,LINCOLN
449,Kirl. Brothers,1065.65,29.05,8462.21,0.76,-12.22,5.66,61.89,65.95,9.4,3.88,10.05,57.84,29.62,0,21.71,KIRLOSBROS
450,P I Industries,3791.15,36.12,57518.61,17.62,27.52,-10.36,-6.64,46.09,23,20.41,18.62,63.5,42.54,0,21.69,PIIND
451,G R Infraproject,1309.75,10.92,12663.84,-2.64,-25.01,13.34,11.84,79.74,15.86,0.57,-4.58,63.26,9.55,0,21.62,GRINFRA
452,NELCO,706.85,69.44,1613.03,12.14,23,8.6,8.08,50.09,0.08,4.51,6.34,39.83,-15.54,0,21.59,NELCO
453,N R Agarwal Inds,456.3,5.99,776.58,-11.74,62.93,-1.78,-16.87,73.97,0.01,0.39,-20.63,54.3,-8.32,0,21.55,NRAIL
454,Indigo Paints,1321.2,43.75,6291.68,21.32,43.56,26.17,44.22,53.94,1.77,8.77,17.4,32.37,-29.82,-0.01,21.55,INDIGOPNTS
455,Kaynes Tech,2798.95,124.73,17890.35,76.17,97.6,41.14,39.86,57.83,19.04,12.71,,48.78,-19.82,-5.74,21.54,KAYNES
456,Godfrey Phillips,3128.3,19.93,16265.26,35.9,6.58,7.95,5.09,72.58,1.55,10.13,22.62,56.86,148.04,0,21.51,GODFRYPHLP
457,Suyog Telematics,1073,18.99,1144.05,10.78,89.02,2.13,17.6,47.36,0,0,10.25,45.41,-31.92,-0.57,21.5,537259
458,Fairchem Organic,1249.6,40.08,1627.09,44.53,1921.31,-2.69,19.83,58.88,5.28,6.22,-2.75,43.1,-20.18,0,21.5,FAIRCHEMOR
459,Gokaldas Exports,722.15,32.72,4379.95,6.3,-25.04,10.26,28.3,10.58,29.34,20.53,-7.78,29.69,-34,-0.48,21.42,GOKEX
460,Steel Str. Wheel,231.4,17.55,3631.34,18.31,36.03,-2.07,13.58,61.92,2.68,6.07,5.42,33.93,-5.69,-0.34,21.4,SSWL
461,GNA Axles,403.8,14.78,1733.55,-11.69,-37.2,-11.68,-18.68,68.15,10.95,0.37,3.19,43.69,-12.07,0,21.39,GNA
462,Tega Inds.,1243,45.53,8270.36,14.57,-26.36,-9.87,-24.79,74.88,18.33,1.48,25.99,60.11,2.46,0,21.39,TEGA
463,Raymond,1784.3,6.92,11878.75,10.05,92.35,5.89,15.03,49.1,7.88,14.39,6.82,53.81,-12.59,0,21.38,RAYMOND
464,Usha Martin,299.1,21.55,9114.83,-4.38,28.07,1.58,-1.84,47.41,3.45,12.94,2.76,46.67,-9.25,-0.1,21.25,USHAMART
465,ICICI Lombard,1669.85,44.8,82261.54,13.51,22.39,-1.45,-25.26,47.91,17.86,23.04,13.02,57.74,20.36,-0.09,21.24,ICICIGI
466,Danlaw Tech.,1713.2,46.38,834.44,21.75,118.48,5.93,1.86,61.88,0,0.12,30.03,42.15,-45.15,0,21.22,532329
467,Garware Tech.,3482.9,35.8,7097.51,5.39,18.29,-11.86,-17.41,52.7,10.19,8.77,2.09,56.59,-48.58,0,21.22,GARFIBRES
468,R C F,130.5,36.88,7199.55,-21.36,-95.42,18.01,-78.01,75,0.35,2.92,-12.35,39.86,-7.37,0,21.2,RCF
469,Vedanta,271.1,20.24,100773.46,4.22,0.98,-8.74,413.44,63.71,11.19,7.74,-1.46,51.05,-0.09,0,21.18,VEDL
470,Kirl. Electric,109.1,37.06,724.58,8.92,-55.33,-13.16,-71.62,49.51,2.11,3.83,24.27,42.33,-5.25,0,21.12,KECL
471,All E Tech,250.45,28.95,505.76,34.81,68.99,4.2,11.46,50.01,0,0.16,34.54,42.54,-8.94,0.06,21.07,ALLETEC
472,Ganesh Benzopl.,183.85,22.61,1286.76,20.54,13.19,4.96,6.33,39.01,0,5.17,14.47,49.54,-1.23,-1.95,21.06,GANESHBE
473,Bajaj Consumer,219.1,19.52,3128.61,4.18,9.49,1.83,-2.49,39.35,17.17,14.41,7.1,45.55,-1.11,0,20.98,BAJAJCON
474,Jindal Poly Inve,635,1.87,667.39,-99.09,102.06,-0.27,85.45,74.63,0.44,0.05,-22.08,36.36,-11.65,0,20.96,JPOLYINVST
475,Mazda,1328.95,16.24,532.24,24.61,24.96,-13.94,33.44,48.34,0.02,0.2,35.31,49.89,-49.13,0,20.95,MAZDA
476,Mrs Bectors,1051.35,46.01,6183.78,16.57,24.59,3.46,-7.16,51.17,17.98,9.32,23.73,47,-20.36,0,20.95,BECTORFOOD
477,Goldiam Intl.,178.8,21.42,1909.5,13.27,13.45,51.27,38.12,64.26,0,0,12.46,47.58,-3.28,-2.34,20.93,GOLDIAM
478,Arrow Greentech,400.1,18.85,603.67,-19.83,34.44,-14.46,-3.56,68.6,0,0,409.88,48.64,-8.2,0,20.88,ARROWGREEN
479,KRBL,288.8,11.02,6610.34,-6.44,-34.86,18.43,-12.69,60.17,0.14,3.31,7.53,28.99,-15.05,0,20.88,KRBL
480,GE Shipping Co,994.95,5.84,14204.62,-12.38,-14.2,1.31,-9.5,30.07,16.39,26.75,8.46,53.55,5.34,0,20.87,GESHIP
481,Neuland Labs.,6384.75,25.84,8191.56,45.9,166.42,-5.97,-8.81,32.8,6.02,22.69,52.51,50.35,-102.44,-3.17,20.85,NEULANDLAB
482,Indo Tech.Trans.,993.15,25.98,1054.73,66.79,178.12,45.57,51.06,75,0,0,49.58,52.92,-6.34,0,20.84,INDOTECH
483,Linde India,6527.1,132.3,55663.11,1.33,3.5,-0.72,9.78,75,7.22,2.25,11.26,64.75,193.23,0,20.81,LINDEINDIA
484,Suzlon Energy,37.35,101.77,50390.16,7.03,159.38,9.78,98.49,13.29,6.16,17.83,-7.8,37.62,-1.58,0,20.78,SUZLON
485,Jindal Stain.,693.05,20.15,57068.13,0.72,38.94,-6.83,-9.53,58.69,5.81,22.56,9.95,60.95,15.11,0.74,20.77,JSL
486,KNR Construct.,255.3,12.97,7179.92,13.84,83.6,-4.09,-4.95,51.09,29.32,7.57,8.99,45.82,-4.83,0,20.77,KNRCON
487,Thejo Engg.,2498.85,56.2,2689.83,22.84,93.53,11.82,39.94,54.15,0.72,0,,60.2,59.72,-0.07,20.76,THEJO
488,Sharda Cropchem,331.1,34.24,2987.2,-37.83,-95.72,8.9,116.82,74.82,12.42,2.06,-13.45,32.25,-13.26,0,20.75,SHARDACROP
489,Ambika Cotton,1492.45,13.14,854.43,4.18,-51.45,-1.55,-0.76,50.17,0.13,0.46,-11.26,35.44,-48.72,0,20.74,AMBIKCO
490,Adani Total Gas,938.85,172.83,103255.67,4.58,17.61,5.53,2.29,74.8,6.14,13.06,3.63,41.7,-15.17,0,20.74,ATGL
491,Mankind Pharma,2213.9,53.74,88686.27,21.81,95.71,-3.86,3,76.5,9.78,6.74,13.94,57.94,2.02,0,20.7,MANKIND
492,Siemens,4991.55,91.77,177759.21,21.69,5.9,-17.57,-13.22,75,7.71,7.89,22.27,68.05,116.12,0,20.66,SIEMENS
493,Guj Pipavav Port,197.9,25.7,9567.28,8.17,22.69,6.74,2.41,44.01,20.01,19.81,7.72,51.79,2.74,0,20.65,GPPL
494,T N Newsprint,254.05,6.32,1758.28,-0.62,-85.65,29.5,-46.53,35.32,12.65,4.9,-1.88,40.03,-6.64,0,20.61,TNPL
495,General Insuranc,335.2,9.16,58807.49,-3.53,26.6,-16.91,-5.43,85.78,11.11,0.95,-3.01,41.45,-10.22,0,20.59,GICRE
496,Craftsman Auto,4149.55,27.41,8767.3,50.82,41.68,-4.19,-22.03,54.99,17.23,12.52,51.36,50.78,-122.77,0,20.58,CRAFTSMAN
497,Ami Organics,1128.6,58.35,4162.34,9.24,-24.82,-3.43,204.64,39.91,7.58,11.66,18.77,54.47,-5.28,0.98,20.58,AMIORG
498,Emkay Taps & Cut,645,12.35,688.3,,,10.98,24.18,74.99,0,0,,49.15,-8.86,0,20.54,EMKAYTOOLS
499,Asahi India Glas,530.8,40.34,12903.75,3.37,-24.55,-6.78,-27.47,54.23,1.91,3.71,11.41,52.85,-6.5,-0.01,20.53,ASAHIINDIA
500,Mallcom (India),1038,18.9,647.71,-4.24,-35.08,-11.78,-25.36,73.7,0.09,0.11,2.07,65.87,-36.92,0,20.52,MALLCOM
501,Paushak,4781.65,29.21,1473.76,-7.08,-0.8,-0.38,2.25,66.97,0.11,0.02,0.53,32.32,-176.46,0,20.51,532742
502,Navin Fluo.Intl.,3092.95,52.05,15334.35,-10.96,-66.07,6.37,28.79,28.81,28.92,15.92,28.27,51,-61.95,0,20.45,NAVINFLUOR
503,Bharat Rasayan,8747.85,59.26,3634.97,-24.69,-53,-11.39,124.71,74.99,2.57,0.34,-23.39,44.43,-64.6,0,20.37,BHARATRAS
504,Monte Carlo Fas.,618.3,12.82,1281.86,-2.95,-9.41,137.34,484.82,73.17,1.97,1.1,8.63,41.44,-10.94,0,20.37,MONTECARLO
505,Hind.Oil Explor.,167.8,8.45,2219.04,5.45,-6.03,58.72,7.85,0,0.61,1.25,109.81,40.01,-5.15,0,20.37,HINDOILEXP
506,Black Box,234.15,23.71,3934.32,-0.97,271.7,5.15,27.88,71.14,0.01,4.83,7.78,38.41,-10.88,0,20.34,BBOX
507,Garden Reach Sh.,780.9,29.72,8945.37,32.14,38.06,2.81,9.3,74.5,6.03,2.86,27.52,47.74,-21.83,0,20.3,GRSE
508,ASK Automotive,274.25,44.07,5406.64,19.57,71.32,-4.06,21.1,85,3.83,4.92,,49,-10.55,-15,20.3,ASKAUTOLTD
509,Satia Industries,109.95,5.04,1099.5,-10.5,-38.86,16.69,-17.31,52.46,0.08,2.84,19.36,34.07,-5.11,0,20.28,SATIA
510,Amara Raja Ener.,778,16.25,13289.21,9.25,7.55,2.5,11.81,28.06,17.91,24,7.51,39.84,-12.27,0,20.23,ARE&amp;M
511,Vardhman Special,208.4,23.41,1697.62,-0.81,-23.39,-4.28,18.15,60.67,2.5,0.75,0.92,54.53,-3.64,-0.04,20.2,VSSL
512,Affle India,1090.55,56.18,15290.5,32.61,11.37,15.63,15.03,56.93,14.71,14.35,21.93,50.42,-33.58,-2.96,20.2,AFFLE
513,BASF India,3228.75,29.55,13977.26,14.77,1216.35,-10.26,-6.06,73.33,6.63,3.81,0.48,50.04,10.49,0,20.12,BASF
514,Avenue Super.,4297.6,114.96,279659.04,17.32,17.09,7.51,10.76,74.65,8.45,7.96,18.59,76.24,59.92,0,20.1,DMART
515,M R P L,221.45,8.89,38811.33,-7.08,303.22,28.33,-63.46,88.58,1.57,2.55,-13.97,51.9,2.84,0,20.09,MRPL
516,Pricol Ltd,369.7,34.95,4505.96,20.78,27.13,-0.91,2.62,38.51,6.92,6.5,19.78,47.26,-11.13,0,20.06,PRICOLLTD
517,Landmark Cars,709.7,40.32,2930.58,9.49,-32.99,24.47,-9.85,51.82,15.19,8.4,2.28,43.3,-15.75,-1.05,20.06,LANDMARK
518,United Spirits,1134.5,64.9,82517.95,8.04,-3.5,4.7,3.21,56.67,12.49,16.23,3.99,52.49,0.2,0,20.05,MCDOWELL-N
519,Bharat Hig.InvIT,109.56,9.21,4852.84,,,,,15,,,,,0.5,,20,BHINVIT
520,ICRA,5466.75,37,5276.09,11.21,-17.31,9.29,0.81,51.87,24.21,8.22,11.29,42.31,-66.95,0,19.95,ICRA
521,Transpek Inds.,1783.8,18.02,996.35,-24.51,-43.04,22.64,370.9,57.47,1.79,0.95,-6.64,42.79,-33.62,0,19.92,506687
522,Sula Vineyards,548.9,47.45,4631.97,7.29,4.89,49.32,74.88,26.27,19.56,19.69,13.21,49.9,-15.75,0,19.92,SULA
523,RBM Infracon,640,,540.22,10.61,1216.22,65.53,260.74,72.45,0,0,,54.13,-7.19,0,19.88,RBMINFRA
524,SJS Enterprises,628.2,31.8,1949.8,27.38,15.5,4.51,1.1,21.8,31.93,12.85,11.28,53.94,0.03,0,19.87,SJS
525,Mah. Seamless,857.35,10.42,11487.77,6.92,72.93,-6.78,10.19,67.86,4.19,10.5,6.21,41.92,-22.74,0,19.82,MAHSEAMLES
526,Torrent Pharma.,2559.8,60.49,86631.37,9.67,30.55,2.71,14.77,71.25,7.11,14.08,13.2,44.62,11.77,0,19.82,TORNTPHARM
527,Cyient,1963,30.37,21756.47,12.56,12.05,2.41,-16.56,23.2,22.69,34.11,30.55,43.89,-33.67,0,19.79,CYIENT
528,Tide Water Oil,1432.2,18.57,2495.47,-0.12,29.33,4.7,-4.71,62.27,1.27,1.38,4.78,38.85,-34.37,4.99,19.78,TIDEWATER
529,Sh. Jagdamba Pol,578,16.67,506.21,8.71,105.42,-17.65,5.44,72.94,4.67,0.02,-7.47,40.15,-15.19,0,19.74,512453
530,Themis Medicare,218.3,44.36,2009.24,-7.06,-44.63,-21.25,-34.89,67.16,0.01,0.01,3.46,45.15,-1.97,0,19.74,THEMISMED
531,Kajaria Ceramics,1188.8,43.94,18932.63,5.56,41.45,2.69,-2.58,47.49,25.53,18.33,6.2,33.78,-23.45,0,19.73,KAJARIACER
532,G M Breweries,657.3,12.02,1201.38,2.14,-12.81,3.55,1.03,74.43,0,0.3,5.57,64.4,-6.78,0,19.72,GMBREW
533,Carborundum Uni.,1248.9,64.1,23757.17,-3,-67.89,0.44,7.8,41.28,29.84,10.63,10.79,74.23,-1.98,0,19.66,CARBORUNIV
534,Insolation Ener,1563.85,154.25,3257.81,,,70.06,147.37,69.95,0,0.04,,65.44,81.43,0.06,19.64,543620
