SYMBOL,MARKET_CAP,INDUSTRY,SECTOR,MACRO,FNO,P/E,Mar Cap Rs.Cr.,Qtr Sales Var %,Qtr Profit Var %,QoQ Sales %,QoQ Profits %,Prom. Hold. %,DII Hold %,FII Hold %,Exp Qtr Sales Var %,RSI Rs.,MACD Signal Rs.,Change in Prom Hold %,ROCE
TEGA,8218,Industrial Manufacturing,Capital Goods,Industrials,FALSE,45.53,8270.36,14.57,-26.36,-9.87,-24.79,74.88,18.33,1.48,25.99,60.11,2.46,0,21.39
NEULANDLAB,8211,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,25.84,8191.56,45.9,166.42,-5.97,-8.81,32.8,6.02,22.69,52.51,50.35,-102.44,-3.17,20.85
MASTEK,8193,IT - Software,Information Technology,Information Technology,FALSE,28.54,8081.24,19.07,17.36,2.45,19.07,36.47,6.41,14.1,22.59,37.87,-54.11,-0.03,23.44
MEDPLUS,8188,Retailing,Consumer Services,Consumer Discretionary,FALSE,140.23,8214.58,21.1,2.47,2.33,-5.71,40.45,25.19,12.96,26.25,51.49,-3.66,0.04,5.47
IBULHSGFIN,8140,Finance,Financial Services,Financial Services,FALSE,8.79,10177.78,-8.39,4,-3.8,1.55,0,6.57,20.4,-5.4,40.05,-4.91,0,9.79
PGHL,8110,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,35.75,8103.79,0,-6.16,1.65,9.91,51.82,12.66,7.6,6.19,37.8,-64.54,0,45.47
KTKBANK,8106,Banks,Financial Services,Financial Services,FALSE,5.87,8128.46,14.15,10.11,4.24,0.25,0,19.11,18.89,18.28,45.53,-4.15,0,5.86
MAHSCOOTER,8091,Finance,Financial Services,Financial Services,FALSE,40.34,8069.81,-14.73,-66.78,-96.91,-99.49,51,5.1,4.39,4.89,42.93,-139.56,0,0.92
CCL,8049,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,29.77,8042.87,24.13,-13.37,9.37,3.99,46.26,21.44,7.77,27.28,46.68,-13.87,0,15.76
ESABINDIA,8043,Industrial Products,Capital Goods,Industrials,FALSE,49.9,8014.34,12.74,4.52,-0.41,-1.2,73.72,12.98,1.14,14.56,55.49,-125.32,0,70.68
GSFC,7993,Fertilizers & Agrochemicals,Chemicals,Commodities,FALSE,10.74,7987.48,-43.19,-72.49,-35.59,-60.64,37.84,3.65,19.82,-3.49,38.85,-13.04,0,13.38
JSWHL,7936,Finance,Financial Services,Financial Services,FALSE,48.96,8016.36,4.88,15.93,-69.4,-45.08,66.28,0.04,22.38,-28.37,62.54,119.32,-0.01,2.04
MHRIL,7924,Leisure Services,Consumer Services,Consumer Discretionary,FALSE,89.99,7951.56,5.42,188.49,-3.12,-50.86,66.77,10.59,5.23,12.54,47.47,-5.7,-0.04,10.22
WOCKPHARMA,7916,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,,7853.59,0.29,10.98,-6.91,-17.81,54.93,0.3,4.18,5.8,51.76,12.21,-0.21,-0.46
AZAD,7862,Electrical Equipment,Capital Goods,Industrials,FALSE,925.07,7872.37,49.21,338.64,7.71,-13.62,65.9,5.71,4.68,,64.46,68.28,,15.97
VARROC,7836,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,14.79,7815.79,9.39,1775.93,-0.12,588.96,75,11.44,4.57,6.43,54.15,-12.83,0,8.13
HOMEFIRST,7825,Finance,Financial Services,Financial Services,FALSE,27.23,7794.29,44.26,34.18,8.4,6.07,23.6,11.72,24.83,46.05,49.75,-25.4,-6.59,10.34
ACI,7823,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,19.73,7881.98,13.07,3.98,42.06,54.02,53.45,28.69,4.15,0.84,45.6,-12.71,-0.15,45.55
RESPONIND,7796,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,57.33,7819.63,1.27,165.81,-0.4,9.93,58.94,3.57,35.12,0.59,49.41,-2.78,0,4.51
EASEMYTRIP,7770,Leisure Services,Consumer Services,Consumer Discretionary,FALSE,46.54,7752.68,-1.05,14.36,7.3,-0.66,64.3,2.35,2.18,29.87,41.97,-0.83,-1.24,54.57
MANINFRA,7761,Construction,Construction,Industrials,FALSE,24.86,7759.13,-47.08,-2.05,12.3,32.85,67.19,2.09,3.5,65.92,52.73,-6.62,0.04,31.99
JLHL,7642,Healthcare Services,Healthcare,Healthcare,FALSE,55.02,7625.98,15.09,486.57,1.46,16.91,40.91,13.92,3.96,,41.71,-16.83,0,26.71
SARDAEN,7629,Ferrous Metals,Metals & Mining,Commodities,FALSE,14.11,7650.2,1.91,-11.11,-7.59,-23.3,72.64,3.85,2.81,-2.52,54.92,-8.05,0,19.31
TECHNOE,7598,Construction,Construction,Industrials,FALSE,38.24,7595.21,76.26,191.22,-29.36,24.53,61.51,23.98,3.21,86.27,49.77,-28.5,0,8.18
SOUTHBANK,7586,Banks,Financial Services,Financial Services,FALSE,6.78,7573.11,15.06,197.19,2.59,11.12,0,7.61,14.68,20.64,47,-0.58,0,5.23
THOMASCOOK,7533,Leisure Services,Consumer Services,Consumer Discretionary,FALSE,39.15,7571.6,23.22,344.63,2.69,75.85,63.83,9.26,1.83,74.29,53.38,-3.53,-8.51,5.23
POWERMECH,7509,Construction,Construction,Industrials,FALSE,31.6,7531.71,21.82,21.56,18.77,21.03,60.4,18.57,4.24,22.73,45.58,-90.9,-3.65,22.18
ZENTEC,7446,Aerospace & Defense,Capital Goods,Industrials,FALSE,65.44,7421.11,197.84,414.12,53.18,82.64,55.07,3.09,4.65,268.4,52.11,20.06,-2.38,17.28
EMIL,7433,Retailing,Consumer Services,Consumer Discretionary,FALSE,41.51,7452.58,20.72,109,36.21,22.45,72.97,16.5,4.99,14.76,44.65,-5.76,0,12
QUESS,7425,Commercial Services & Supplies,Services,Services,FALSE,31.89,7429.18,8.43,88.35,1.97,-10.06,56.65,10.66,16.3,12.95,48.37,-2.42,-0.02,9.39
BALRAMCHIN,7383,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,TRUE,12.62,7387.05,25.4,97.3,-20.08,-45.06,42.9,21.63,10.49,27.38,46.49,-5.77,0,10.42
TMB,7354,Banks,Financial Services,Financial Services,FALSE,6.83,7322.17,21.44,1.62,1.65,3.92,0,3.2,3.13,16.92,39.62,-7.37,0,6.41
GAEL,7348,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,22.65,7341.02,15.22,22.89,16.68,21.29,63.84,1.16,4.09,6.66,25.93,-2.68,0,17.94
HEG,7318,Industrial Products,Capital Goods,Industrials,FALSE,19.41,7345.69,6.06,-58.29,-8.43,-54.5,55.78,8.85,6.85,-1.94,60.97,16.34,0,14.66
JUBLINGREA,7297,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,35.57,7325.34,-16.57,-57.87,-5.25,-32.93,51.47,11.17,6.35,-14.24,50.83,-5.7,0,16.01
ARVIND,7247,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,22.74,7296.87,-4.62,15.69,-1.74,12.03,41.14,14.23,12.63,-12.87,52.74,-6.01,0,12.6
IONEXCHANG,7198,Construction,Construction,Industrials,FALSE,35.24,7190.33,8.15,-0.94,3.92,11.55,26.46,11.95,5.2,21.02,54.29,-14.5,-0.3,33.77
RCF,7197,Fertilizers & Agrochemicals,Chemicals,Commodities,FALSE,36.88,7199.55,-21.36,-95.42,18.01,-78.01,75,0.35,2.92,-12.35,39.86,-7.37,0,21.2
KNRCON,7179,Construction,Construction,Industrials,FALSE,12.97,7179.92,13.84,83.6,-4.09,-4.95,51.09,29.32,7.57,8.99,45.82,-4.83,0,20.77
RELIGARE,7171,Finance,Financial Services,Financial Services,FALSE,19.61,7248.92,29.61,120.41,-4.66,-16.8,0,7.75,9.89,36.71,45.33,-3.3,0,15.53
RUSTOMJEE,7127,Realty,Realty,Consumer Discretionary,FALSE,45.84,7087.52,311.55,460.6,-15.75,616.55,86.7,8.19,2.44,547.08,43.74,-14.87,0,5.48
GARFIBRES,7122,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,35.8,7097.51,5.39,18.29,-11.86,-17.41,52.7,10.19,8.77,2.09,56.59,-48.58,0,21.22
STAR,7122,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,,7141.99,19.98,115.72,3.83,136.17,27.4,19.02,19.45,11.34,50.17,10.11,-0.39,-0.23
TVSSCS,7093,Transport Services,Services,Services,FALSE,,7086.56,-6.39,-44.34,-1.81,124.61,43.16,6.6,0.37,,40.86,-7.97,-0.24,6.43
JMFINANCIL,7071,Finance,Financial Services,Financial Services,FALSE,10.55,7080.8,33.25,46.02,3.22,56.53,56.44,8.46,17.92,29.71,30.31,-6.64,-0.03,8.3
CHEMPLASTS,7018,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,,7009,-25.28,-429.33,-10.09,-443.11,54.99,27.51,11.17,-27.55,46.41,-9.35,0,14.86
SAREGAMA,7018,Entertainment,Media Entertainment & Publication,Consumer Discretionary,FALSE,37.65,7045.81,12.27,-1.36,18.51,9.09,59.09,2.62,16.81,4.99,44.86,-3.52,0,17.55
ALLCARGO,7017,Transport Services,Services,Services,FALSE,51.42,7130.08,-22.18,-98.12,-2.88,7.23,69.92,2.91,10.95,-33.81,46.44,-2.55,0,18.49
FDC,6998,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,24.17,6996.76,11.94,94.47,-5.8,13.44,69.66,7.76,2.43,13.82,45.66,-0.89,0,12.81
NAVA,6980,Power,Power,Utilities,FALSE,7.66,6976.44,5.67,3.92,0.86,140.66,48.84,0.08,9.18,4.7,46.7,-1.42,0,16.83
MIDHANI,6969,Aerospace & Defense,Capital Goods,Industrials,FALSE,62.6,6947.5,8.85,-67.56,10.76,-9.82,74,11.84,0.96,21.98,40.06,-16.79,0,14.64
VESUVIUS,6962,Industrial Products,Capital Goods,Industrials,FALSE,32.72,6966.45,19.64,106.48,0.82,-5.33,55.57,23.26,1.73,19.45,56.96,-65.48,0,25.93
TRIVENI,6961,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,16.41,6964.24,-10.36,-6.71,-6.93,372,60.98,8.47,4.42,12.02,42.51,-5.21,0,17.53
GENUSPOWER,6892,Electrical Equipment,Capital Goods,Industrials,FALSE,114.44,5839.91,28.88,-145.53,-0.26,-120.17,42.66,4.8,16.88,25.45,41.08,-10.1,-7.64,5.77
CAMPUS,6873,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,86.18,6863.68,1.37,-48.48,82.48,7678.13,73.88,7.07,5.94,-2.73,36.5,-7.67,0,23.01
AHLUCONT,6860,Construction,Construction,Industrials,FALSE,27.7,6864.89,38.11,57.02,13.86,27.78,55.32,26.4,12.66,32.19,43.94,20.05,0,24.7
BORORENEW,6821,Industrial Products,Capital Goods,Industrials,FALSE,,6834.96,34.29,-397.69,-17.84,-152.18,61.6,0.74,4.48,,49.39,-11.12,0,
AVANTIFEED,6816,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,19.48,6814.33,13.66,14.25,-1.98,0.69,43.28,8.64,13.47,-1.6,47.84,-1.77,0,18.3
EMUDHRA,6815,IT - Services,Information Technology,Information Technology,FALSE,96.88,6758.26,59.01,31.56,1.12,6.61,54.4,12.92,4.78,61.37,86.29,30.2,-3.3,23.96
BALAMINES,6814,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,37.05,6825.92,-34.57,-21.1,0.74,53.34,53.7,1.43,4.58,-36.02,43.62,-50.17,0,36.49
JUSTDIAL,6798,Retailing,Consumer Services,Consumer Discretionary,FALSE,20.49,6781.34,19.73,22.24,1.7,28.17,74.3,8.89,4.87,29.46,36.4,-13.97,0,1.7
LXCHEM,6757,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,67.63,6796.62,6.06,-0.15,6.44,153.87,69.83,3.53,0.67,-3.79,50.28,-8.53,-2.56,11.52
LTFOODS,6754,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,11.79,6750.6,9.18,58.69,-1.82,-2.94,51,5.12,5.73,13.36,59.79,-4.06,0,17.09
JINDWORLD,6637,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,90.01,6661.29,8.42,42.48,11.72,64.81,61.31,0.01,0.46,-17.62,40.67,1.12,0,15.71
NIITMTS,6632,Other Consumer Services,Consumer Services,Consumer Discretionary,FALSE,31.7,6632.25,7.71,3.67,2.46,21.05,34.73,16.37,17.75,,47.85,3.43,-0.11,36.5
KRBL,6621,Agricultural Food & other Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,11.02,6610.34,-6.44,-34.86,18.43,-12.69,60.17,0.14,3.31,7.53,28.99,-15.05,0,20.88
VIPIND,6582,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,66.58,6564.13,3.8,-83.79,0.06,-46.16,51.76,12.84,7.49,10.23,26.88,-20,0.54,27.85
MARKSANS,6575,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,20.79,6591.27,22.15,33.16,10.33,-1.05,43.85,4.76,15.55,17.95,46.43,-3.25,0,22.19
ISGEC,6544,Construction,Construction,Industrials,FALSE,25.43,6574.64,-6.55,-1.65,1.32,4.52,62.43,8.73,3.53,9.23,50.68,-23.45,0,10.74
IWEL,6491,Electrical Equipment,Capital Goods,Industrials,FALSE,,6509.06,121.99,97.01,35.76,88.6,69.51,1.55,3.75,128.41,41.71,-156.32,0,-9.11
VIJAYA,6489,Healthcare Services,Healthcare,Healthcare,FALSE,56.46,6456.99,17.3,67.18,-4.44,-22.55,54.87,19.82,19.95,13.27,51.14,-7.27,-0.03,18.45
ETHOSLTD,6487,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,85.88,6470.3,22.43,25.62,20.07,40.13,57.89,12.17,10.41,28.99,53.68,28.57,-5.93,17.43
INDIACEM,6437,Cement & Cement Products,Construction Materials,Commodities,TRUE,,6416.42,-10.66,88.13,-9.49,101.24,28.42,8.94,13.58,-3.45,39.76,-9.46,0,-3.7
ICIL,6432,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,18.85,6422.9,8.54,53.96,-29.29,-49.15,58.74,0.79,10.66,12.71,55.28,6.55,0,15.07
BLUEJET,6427,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,40.22,6413.02,-1.3,4.02,-8.05,-32.92,86,3.7,2.93,,61.23,0.19,,35.41
SIS,6340,Commercial Services & Supplies,Services,Services,FALSE,21.54,6351.95,5.82,-64.29,-0.01,-50.94,71.58,3.17,16.41,10.26,44.99,-3.52,0,10.55
GANESHHOUC,6335,Realty,Realty,Consumer Discretionary,FALSE,16.36,6335.33,171.4,375.91,11.07,16.92,73.06,0.07,0.87,214.77,54.44,7.55,0,23.05
TEXRAIL,6289,Industrial Manufacturing,Capital Goods,Industrials,FALSE,74.98,6240.75,43.46,159.91,11.35,34.97,50.16,8.8,9.57,76.29,42.2,-7.05,-8.54,6.63
TCI,6282,Transport Services,Services,Services,FALSE,18.99,6325.28,3.65,-7.35,0.86,-8.66,68.92,12.81,2.61,6.06,47.67,-17.91,-0.02,22.36
INDIGOPNTS,6281,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,43.75,6291.68,21.32,43.56,26.17,44.22,53.94,1.77,8.77,17.4,32.37,-29.82,-0.01,21.55
CMSINFO,6278,Commercial Services & Supplies,Services,Services,FALSE,19.55,6260.65,19.47,44.4,7.47,35.43,0,30.74,35.21,15.91,49.55,2.39,-26.69,28.17
PDSL,6269,Textiles & Apparels,Textiles,Consumer Discretionary,FALSE,40.72,6312.88,0.23,-81.19,4.75,-71.17,65.84,0.64,3.42,-6.24,40.55,-20.79,-0.16,23.36
VAIBHAVGBL,6261,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,47.54,6262.22,22.75,27.94,26.01,62.21,57.24,5.37,22.05,10.37,39.62,-20.1,0.11,11.12
SHAREINDIA,6215,Capital Markets,Financial Services,Financial Services,FALSE,14.88,6198.88,35.1,27.1,2.01,2.21,53.18,0.47,3.33,32.06,34.53,-63.39,0.37,52.36
GREENLAM,6213,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,43.54,6207.11,11.89,-11.74,-6.67,-35.18,50.98,15.54,1.28,13.39,46.33,-14.73,-0.24,13.79
PRINCEPIPE,6202,Industrial Products,Capital Goods,Industrials,FALSE,29.86,6222.38,-12.36,6.33,-5.76,-46.72,60.94,18.41,5.74,-8.42,46.07,-25.77,0,12.28
BECTORFOOD,6188,Food Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,46.01,6183.78,16.57,24.59,3.46,-7.16,51.17,17.98,9.32,23.73,47,-20.36,0,20.95
SANDUMA,6179,Consumable Fuels,Oil Gas & Consumable Fuels,Energy,FALSE,24.74,6179.2,-60.55,-76.7,-17.2,-63.53,74.22,1.41,0.59,-35.09,44.49,-27.24,-0.03,18.42
UJJIVAN,6151,Finance,Financial Services,Financial Services,FALSE,7.51,6162.91,37.7,-5.67,5.31,-8.85,0,7.44,34.98,40.57,44.75,-14.59,0,10.29
TIPSINDLTD,6139,Entertainment,Media Entertainment & Publication,Consumer Discretionary,FALSE,51.22,6133.01,27.17,71.62,6.51,-12.61,68.92,0.91,0.85,37.8,52.51,7.62,-6.08,88.63
IBREALEST,6124,Realty,Realty,Consumer Discretionary,FALSE,,6118.22,-24.4,83.74,4.35,-111.19,0,1.78,23.11,-15.5,50.33,0.15,0,-7.17
INDIASHLTR,6107,Finance,Financial Services,Financial Services,FALSE,39.42,6109.94,39.08,54.86,2.41,3.48,48.3,12.61,5.84,,43.37,-13.89,-8.44,11.18
DEEPAKFERT,6097,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,12.67,6112.44,-32.75,-76.92,-23.58,-4.6,45.46,3.5,13.16,-3.52,39.44,-17.91,0,25.42
GRAVITA,6096,Minerals & Mining,Metals & Mining,Commodities,FALSE,26.05,6096.74,-3.99,20.06,-9.38,4.47,66.48,0.43,10.58,13.15,51.91,-31.28,0,31.65
DBL,6085,Construction,Construction,Industrials,FALSE,102.96,6079.62,23.87,122.95,0.99,54.16,70.15,9.11,2.89,10.36,48.32,-3.21,0,5.34
EDELWEISS,6083,Finance,Financial Services,Financial Services,FALSE,15.2,6092,11.59,23.53,11.23,60.41,32.76,2.68,30.51,36.03,33.29,-1.41,-0.01,9.86
MSTCLTD,6048,Commercial Services & Supplies,Services,Services,FALSE,25.99,6052.99,9.53,6.23,-1.49,-9.7,64.75,1.35,3.33,4.08,46.53,-19.57,0,37.92
GOCOLORS,6017,Retailing,Consumer Services,Consumer Discretionary,FALSE,69.74,5892.92,15.16,-3.74,7.03,16.77,52.78,31.02,12.05,19.42,48.68,-25.78,0,17.71
SENCO,6013,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,33.83,6019.61,22.82,7.22,44.29,827.04,68.46,7,14.48,,49.8,-8.47,-0.02,15.49
CSBBANK,5981,Banks,Financial Services,Financial Services,FALSE,10.53,6018.22,28.68,-3.83,10.84,12.62,49.72,16.07,4.62,25.77,44.87,-7.01,0,6.45
SYMPHONY,5958,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,50.89,5985.12,-10.83,5.13,-10.18,17.14,73.39,11.03,3.4,-9.85,48.28,-19.57,0,14.8
SUNTECK,5907,Realty,Realty,Consumer Discretionary,FALSE,,5888.02,-52.48,-570.05,70.21,30.2,63.25,7.24,20.28,-58.27,34.27,-15.52,-3.97,2.56
ARVINDFASN,5877,Retailing,Consumer Services,Consumer Discretionary,FALSE,96.72,5877.42,4.87,212.63,-4.13,75.37,36.78,8.37,16.76,8.25,43.27,-6.49,-0.01,13.72
HEMIPROP,5865,Realty,Realty,Consumer Discretionary,FALSE,,5851.05,44.44,7.65,0,3.72,51.12,0.35,0.72,,52.35,-3.61,0,-0.3
HGINFRA,5865,Construction,Construction,Industrials,FALSE,11.53,5856.6,15.15,-30.8,42.95,6.17,74.53,12.45,1.56,26.43,47.95,-2.83,0,25.36
SPANDANA,5846,Finance,Financial Services,Financial Services,FALSE,12.63,5834.98,73.81,70.75,1.19,1.69,59.89,13.45,19.05,92.83,29.05,-40.7,-0.52,5.97
EPL,5824,Industrial Products,Capital Goods,Industrials,FALSE,21.18,5827.93,3.2,37.1,-2.65,67.56,51.5,14.52,9.89,7.04,41.46,-2.17,-0.02,12.22
MOIL,5803,Minerals & Mining,Metals & Mining,Commodities,FALSE,20.5,5803.4,1.43,36.89,-11.86,-12.06,64.68,11.29,4.71,9.33,48.87,-6.87,0,14.7
NESCO,5690,Commercial Services & Supplies,Services,Services,FALSE,16.69,5718.18,24.46,33.78,1.66,6.75,68.54,4.14,3.02,37.33,43.66,-14.56,0,21.82
HCC,5686,Construction,Construction,Industrials,FALSE,33.45,5694.24,8.61,127.18,-19.54,6610.71,18.59,9.38,7.84,-3.55,43.98,-1.31,0,16.59
SUPRAJIT,5649,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,37.88,5650.12,4.64,5.81,2.16,15.79,44.62,16.21,4.56,11.72,48.83,2.46,0,15.26
SURYAROSNI,5641,Industrial Products,Capital Goods,Industrials,FALSE,14.67,5583.99,-4.14,0.44,1.15,18.65,62.96,0.52,5.26,-3.17,35.38,-44.61,0,22.81
GMMPFAUDLR,5619,Industrial Manufacturing,Capital Goods,Industrials,FALSE,29.29,5617.85,8.04,1.75,-8.69,-56.25,25.18,13.1,22.58,18.98,35.82,-47.37,0,22.04
JKPAPER,5581,Paper Forest & Jute Products,Forest Materials,Commodities,FALSE,4.94,5558.94,3.84,-28.61,3.4,-22.68,49.63,3.37,10.75,10.95,24.69,-12.66,0,28.46
HNDFDS,5568,Diversified FMCG,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,60.51,5464.07,7.45,29.06,7.97,-10.7,64.85,5.96,6.7,6.67,29.26,-11.94,0,18.23
VSTIND,5559,Cigarettes & Tobacco Products,Fast Moving Consumer Goods,Fast Moving Consumer Goods,FALSE,19.69,5552.61,4.86,-31.98,3.73,-29.27,32.16,17.52,1.39,4.32,46.34,4.51,0,38.05
PARADEEP,5540,Fertilizers & Agrochemicals,Chemicals,Commodities,FALSE,62.71,5544.3,-41,-39.76,-29.54,21.79,56.08,22.02,5.08,31.72,36.72,-1.9,0,10.97
PAISALO,5523,Finance,Financial Services,Financial Services,FALSE,33.28,5518.48,49.33,102.44,26.2,18.89,49.05,13.02,15.08,29.18,39.81,0.5,5.18,11.38
ITDCEM,5508,Construction,Construction,Industrials,FALSE,24.72,5485.18,52.01,114.65,25.26,46.4,46.64,1.94,13.9,53.69,49.97,-5.78,0,18.82
IFBIND,5470,Consumer Durables,Consumer Durables,Consumer Discretionary,FALSE,191.31,5436.97,16.18,1630.7,5.44,-18.95,74.96,3.57,0.7,7.17,50.61,18.13,0,6.43
PTC,5470,Power,Power,Utilities,FALSE,10.76,5458.42,10.6,-13.52,-33.28,-52.03,16.22,6.32,28.78,11.14,46.64,-6.76,0,9.21
LLOYDSENGG,5464,Industrial Manufacturing,Capital Goods,Industrials,FALSE,84.18,5482.78,244.87,111.89,65.41,44.12,57.36,0.12,1.17,408.73,45.49,-0.95,-2.43,29.2
CYIENTDLM,5453,Industrial Manufacturing,Capital Goods,Industrials,FALSE,107.2,5471.73,49.74,222.38,10.01,25.87,66.66,11.22,6.32,,40.82,-12.55,0,15.55
ITDC,5445,Leisure Services,Consumer Services,Consumer Discretionary,FALSE,78.17,5383.32,14.31,-20.26,2.98,-6,87.03,1.86,0,40.1,43.62,-18.27,0,28.05
UTKARSHBNK,5420,Banks,Financial Services,Financial Services,FALSE,11.48,5414.33,25.77,24.13,6.57,1.43,69.16,11.3,0.74,26.57,42.48,-2.03,-0.12,9.37
RAIN,5385,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,,5381.6,-24.85,-1305.16,-1.43,-1540.85,41.14,0.34,12.09,-10.32,41.48,-4.84,0,1.93
ASKAUTOLTD,5363,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,44.07,5406.64,19.57,71.32,-4.06,21.1,85,3.83,4.92,,49,-10.55,-15,20.3
SANSERA,5337,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,30.24,5354.29,30.23,54.65,2.09,9.88,35.05,28.22,22.73,17.99,52.94,-11.52,-0.18,14.7
RSYSTEMS,5337,IT - Services,Information Technology,Information Technology,FALSE,38.13,5341.99,4.21,10.85,-8.97,4.3,51.93,0.78,0.25,11.38,44.71,-9.97,0,26.03
ORCHPHARMA,5326,Pharmaceuticals & Biotechnology,Healthcare,Healthcare,FALSE,62.79,5357.97,38.08,287.75,10.98,48.64,69.84,14.51,4.14,28.84,51.93,13.65,-2.56,4.97
HMT,5304,Industrial Manufacturing,Capital Goods,Industrials,FALSE,,1569.98,-14.79,-50.9,-10.93,-9.96,93.69,0,0,28.18,31.49,-3.51,0,
ASTRAMICRO,5288,Aerospace & Defense,Capital Goods,Industrials,FALSE,65.99,5291.29,4.87,56.72,21.51,44.5,6.54,14.79,2.94,3.09,41.61,-14.93,0,17.09
ICRA,5260,Capital Markets,Financial Services,Financial Services,FALSE,37,5276.09,11.21,-17.31,9.29,0.81,51.87,24.21,8.22,11.29,42.31,-66.95,0,19.95
MTARTECH,5249,Aerospace & Defense,Capital Goods,Industrials,FALSE,64,5243.9,-26.19,-66.71,-29.09,-49.3,37.26,18.97,11.02,50.54,30.44,-71.45,-1.88,22.15
RBA,5247,Leisure Services,Consumer Services,Consumer Discretionary,FALSE,,5234.21,14.8,28.24,-3.31,21.16,15.39,23.67,26.9,21.55,45.54,-2.2,-0.04,-6.87
PRUDENT,5238,Capital Markets,Financial Services,Financial Services,FALSE,38.7,5239.81,32.57,25.31,10.47,17.36,58.43,15.75,3.77,31.73,47.22,-16.17,0,51.45
KESORAMIND,5188,Cement & Cement Products,Construction Materials,Commodities,FALSE,,5196.19,-2.58,-139.06,0.72,16.29,43.39,13.37,7.18,6.11,53.11,-1.39,-0.01,9.86
JAYNECOIND,5146,Industrial Products,Capital Goods,Industrials,FALSE,23.97,5126.87,-7.68,-17.99,3.65,-3.1,53.02,0,0.05,-7.29,52.22,-1.25,4.99,9.56
CHOICEIN,5144,Finance,Financial Services,Financial Services,FALSE,42.83,5153.95,115.15,183.6,8.55,34.63,57.87,0.06,12.63,103.72,45.05,-4.48,1.6,15.78
GATEWAY,5134,Transport Services,Services,Services,FALSE,19.78,5141.34,14.05,13.34,-1.55,-18.97,32.32,41.56,13.43,8.46,49.24,-2.41,0,12.76
JAMNAAUTO,5122,Auto Components,Automobile and Auto Components,Consumer Discretionary,FALSE,25.23,5124.4,2.2,33.61,-0.55,9.64,49.95,10.76,5.7,4.56,56.95,1.49,-0.01,27.54
WONDERLA,5106,Leisure Services,Consumer Services,Consumer Discretionary,FALSE,29.98,5109.42,9.15,-4.06,64.4,176.33,69.74,4.29,4.5,27.77,49.98,-5.87,0.02,22
GUJALKALI,5092,Chemicals & Petrochemicals,Chemicals,Commodities,FALSE,,5111.42,-17.98,-232.06,-5.19,-526.67,46.28,2.17,2.07,-12.11,29.74,-21.98,0,10.8
PURVA,5080,Realty,Realty,Consumer Discretionary,FALSE,67.72,5105.62,46.18,245.27,55.76,793.32,75,0.4,16.49,45.29,48.74,-8.88,0,7.3
JAICORPLTD,5075,Industrial Products,Capital Goods,Industrials,FALSE,139.01,5069.75,-17.64,45.51,-9.32,3.2,73.79,1.65,1.44,-25.75,40.55,-17.39,0,3.31
