,Code,Company,SecurityID,MarketCapFull,MarketCapFreeFloat,Industry
2875,538795,Shree Ajit Pulp And Paper Ltd,SAPPL,200.07 Cr.,78.03 Cr.,Forest Materials
2876,538812,Aanchal Ispat Ltd,AANCHALISP,14.99 Cr.,10.20 Cr.,Capital Goods
2877,538817,Captain Pipes Ltd,CAPPIPES,309.00 Cr.,74.16 Cr.,Capital Goods
2878,538833,Anubhav Infrastructure Ltd,KAIZENAGRO,39.15 Cr.,13.31 Cr.,Construction
2879,538834,JMJ Fintech Ltd,JMJFIN,27.83 Cr.,21.15 Cr.,Financial Services
2880,538835,Intellect Design Arena Ltd,INTELLECT,"14,260.49 Cr.","9,269.32 Cr.",Information Technology
2881,538836,Monte Carlo Fashions Ltd,MONTECARLO,"1,416.73 Cr.",382.52 Cr.,Textiles
2882,538837,Jeevan Scientific Technology Ltd,JSTL,81.18 Cr.,49.52 Cr.,Healthcare
2883,538838,Indo Cotspin Ltd,ICL,20.08 Cr.,8.23 Cr.,Textiles
2884,538857,Scintilla Commercial & Credit Ltd,SCC,4.51 Cr.,3.66 Cr.,Financial Services
2885,538860,Panafic Industrials Ltd,PANAFIC,9.28 Cr.,9.09 Cr.,Financial Services
2886,538868,Continental Securities Ltd,CSL,19.06 Cr.,10.68 Cr.,Financial Services
2887,538874,Nexus Surgical And Medicare Ltd,NEXUSSURGL,6.84 Cr.,5.54 Cr.,Financial Services
2888,538875,Sellwin Traders Ltd,SELLWIN,19.51 Cr.,19.51 Cr.,Services
2889,538881,Galada Finance Ltd,GALADAFIN,5.22 Cr.,1.88 Cr.,Financial Services
2890,538882,Emerald Finance Ltd,EMERALD,104.57 Cr.,33.46 Cr.,Financial Services
2891,538890,M.K. Exim (India) Ltd,MKEXIM,370.37 Cr.,211.11 Cr.,Consumer Services
2892,538891,Magellanic Cloud Ltd,MCLOUD,"6,448.22 Cr.","2,643.77 Cr.",Information Technology
2893,538894,Octal Credit Capital Ltd,OCTAL,9.65 Cr.,7.05 Cr.,Financial Services
2894,538895,Mihika Industries Ltd,MIHIKA,27.03 Cr.,14.33 Cr.,Services
2895,538896,Kanchi Karpooram Ltd,KANCHI,202.56 Cr.,93.18 Cr.,Chemicals
2896,538902,Dhunseri Tea & Industries Ltd,DTIL,212.72 Cr.,63.82 Cr.,Fast Moving Consumer Goods
2897,538918,Vani Commercials Ltd,VANICOM,14.18 Cr.,11.63 Cr.,Financial Services
2898,538920,Vintage Coffee And Beverages Ltd,VINCOFE,696.49 Cr.,334.31 Cr.,Services
2899,538921,Raghuvansh Agrofarms Ltd,RAFL,237.46 Cr.,187.59 Cr.,Fast Moving Consumer Goods
2900,538922,COSYN Ltd,COSYN,31.20 Cr.,14.04 Cr.,Information Technology
2901,538923,Sofcom Systems Ltd,SOFCOM,20.56 Cr.,20.56 Cr.,Information Technology
2902,538926,Naturite Agro Products Ltd,NAPL,52.96 Cr.,14.83 Cr.,Fast Moving Consumer Goods
2903,538928,Karnavati Finance Ltd,KARNAVATI,22.21 Cr.,9.11 Cr.,Financial Services
2904,538935,Abhishek Finlease Ltd,ABHIFIN,17.10 Cr.,4.62 Cr.,Services
2905,538942,Mercantile Ventures Ltd,MERCANTILE,263.68 Cr.,71.19 Cr.,Services
2906,538943,Sonal Mercantile Ltd,SONAL,142.01 Cr.,106.50 Cr.,Financial Services
2907,538952,Abhinav Leasing & Finance Ltd,ALFL,10.15 Cr.,9.74 Cr.,Financial Services
2908,538961,Genus Paper & Boards Ltd,GENUSPAPER,529.17 Cr.,259.29 Cr.,Forest Materials
2909,538962,Minda Corporation Ltd,MINDACORP,"9,725.75 Cr.","3,209.50 Cr.",Automobile and Auto Components
2910,538964,Mercury Laboratories Ltd,MERCURYLAB,107.28 Cr.,21.46 Cr.,Healthcare
2911,538965,Concord Drugs Ltd,CONCORD,36.62 Cr.,16.48 Cr.,Healthcare
2912,538970,Wardwizard Innovations & Mobility Ltd,WARDINMOBI,"1,660.88 Cr.",531.48 Cr.,Automobile and Auto Components
2913,538975,Shree Securities Ltd,SHREESEC,29.53 Cr.,20.37 Cr.,Financial Services
2914,538979,Greenlam Industries Ltd,GREENLAM,"7,729.70 Cr.","3,787.55 Cr.",Consumer Durables
2915,538987,Talbros Engineering Ltd,TALBROSENG,308.75 Cr.,80.28 Cr.,Automobile and Auto Components
2916,538992,SAR Auto Products Ltd,SAPL,"1,028.49 Cr.",329.12 Cr.,Automobile and Auto Components
2917,538993,Purohit Construction Ltd,PUROHITCON,5.48 Cr.,3.13 Cr.,Realty
2918,539005,Jayatma Enterprises Ltd,JAYATMA,5.09 Cr.,4.37 Cr.,Services
2919,539006,PTC Industries Ltd,PTCIL,"11,085.68 Cr.","3,325.70 Cr.",Capital Goods
2920,539011,Chennai Ferrous Industries Ltd,CHENFERRO,42.37 Cr.,13.56 Cr.,Metals & Mining
2921,539012,Megri Soft Ltd,MEGRISOFT,54.84 Cr.,13.71 Cr.,Services
2922,539013,Gita Renewable Energy Ltd,GITARENEW,59.85 Cr.,17.96 Cr.,Power
2923,539015,Ortel Communications Ltd,ORTEL,5.61 Cr.,2.47 Cr.,"Media, Entertainment & Publication"
2924,539016,Neil Industries Ltd,NEIL,34.96 Cr.,34.26 Cr.,Financial Services
2925,539017,Star Housing Finance Ltd,STARHFL,429.34 Cr.,261.90 Cr.,Financial Services
2926,539018,Beekay Steel Industries Ltd,BEEKAY,"1,220.52 Cr.",329.54 Cr.,Capital Goods
2927,539032,Fraser and Company Ltd,FRASER,4.11 Cr.,4.03 Cr.,Services
2928,539040,Tirupati Tyres Ltd,TTIL,165.92 Cr.,165.92 Cr.,Automobile and Auto Components
2929,539041,SVP Housing Ltd,GANVERSE,78.81 Cr.,65.42 Cr.,Services
2930,539042,AGI Infra Ltd,AGIIL,"1,113.13 Cr.",289.41 Cr.,Realty
2931,539043,BKM Industries Ltd,BKMINDST,13.04 Cr.,6.13 Cr.,Capital Goods
2932,539044,Manaksia Steels Ltd,MANAKSTEEL,380.36 Cr.,95.09 Cr.,Metals & Mining
2933,539045,Manaksia Aluminium Company Ltd,MANAKALUCO,180.55 Cr.,48.75 Cr.,Metals & Mining
2934,539046,Manaksia Coated Metals & Industries Ltd,MANAKCOAT,375.73 Cr.,123.99 Cr.,Capital Goods
2935,539056,Imagicaaworld Entertainment Ltd,IMAGICAA,"4,005.55 Cr.","1,041.44 Cr.",Consumer Services
2936,539083,Inox Wind Ltd,INOXWIND,"20,859.07 Cr.","9,177.99 Cr.",Capital Goods
2937,539090,Rajputana Investment and Finance Ltd,RAJPUTANA,12.38 Cr.,3.09 Cr.,Financial Services
2938,539096,Aananda Lakshmi Spinning Mills Ltd,AANANDALAK,7.67 Cr.,3.14 Cr.,Textiles
2939,539097,UR Sugar Industries Ltd,URSUGAR,85.63 Cr.,62.51 Cr.,Services
2940,539098,Filtra Consultants and Engineers Ltd,FILTRA,78.73 Cr.,22.04 Cr.,Utilities
2941,539099,Athena Constructions Ltd,ATHCON,7.40 Cr.,4.59 Cr.,Realty
2942,539110,Northlink Fiscal and Capital Services Ltd,NORTHLINK,9.64 Cr.,5.20 Cr.,Financial Services
2943,539111,Sheshadri Industries Ltd,SHESHAINDS,6.56 Cr.,2.69 Cr.,Textiles
2944,539112,SAB Industries Ltd,SAB,323.97 Cr.,84.23 Cr.,Construction
2945,539113,Paul Merchants Ltd,PML,318.79 Cr.,79.70 Cr.,Financial Services
2946,539115,Alan Scott Industries Ltd,ALAN SCOTT,29.52 Cr.,15.05 Cr.,"Media, Entertainment & Publication"
2947,539117,Sujala Trading & Holdings Ltd,SUJALA,19.61 Cr.,16.48 Cr.,Financial Services
2948,539118,VRL Logistics Ltd,VRLLOG,"4,961.65 Cr.","1,984.66 Cr.",Services
2949,539120,Bangalore Fort Farms Ltd,BFFL,28.55 Cr.,19.13 Cr.,Forest Materials
2950,539121,Palco Metals Ltd,PALCO,39.09 Cr.,12.51 Cr.,Metals & Mining
2951,539123,V B Industries Ltd,VBIND,8.48 Cr.,8.48 Cr.,Financial Services
2952,539124,Sarvottam Finvest Ltd,SARVOTTAM,22.84 Cr.,17.36 Cr.,Financial Services
2953,539126,MEP Infrastructure Developers Ltd,MEP,146.76 Cr.,89.52 Cr.,Services
2954,539132,Wardwizard Foods and Beverages Ltd,WARDWIZFBL,462.85 Cr.,185.14 Cr.,Fast Moving Consumer Goods
2955,539141,UFO Moviez India Ltd,UFO,552.48 Cr.,425.41 Cr.,"Media, Entertainment & Publication"
2956,539143,Panth Infinity Ltd,PANTH,14.45 Cr.,14.45 Cr.,Diversified
2957,539148,Shivalik Rasayan Ltd,SHIVALIK,895.42 Cr.,313.40 Cr.,Chemicals
2958,539149,Integrated Capital Services Ltd,ICSL,15.12 Cr.,5.14 Cr.,Services
2959,539150,PNC Infratech Ltd,PNCINFRA,"11,587.87 Cr.","5,098.66 Cr.",Construction
2960,539151,Arfin India Ltd,ARFIN,809.08 Cr.,210.36 Cr.,Metals & Mining
2961,539167,Virat Leasing Ltd,VLL,70.43 Cr.,70.43 Cr.,Financial Services
2962,539174,Helpage Finlease Ltd,HELPAGE,18.90 Cr.,11.72 Cr.,Financial Services
2963,539175,Indra Industries Ltd,INDRAIND,7.71 Cr.,4.86 Cr.,Chemicals
2964,539176,Hawa Engineers Ltd,HAWAENG,67.67 Cr.,25.04 Cr.,Capital Goods
2965,539177,Authum Investment & Infrastructure Ltd,AIIL,"14,495.43 Cr.","3,623.86 Cr.",Financial Services
2966,539189,Adhbhut Infrastructure Ltd,ADHBHUTIN,28.81 Cr.,7.78 Cr.,Realty
2967,539190,Decillion Finance Ltd,DFL,9.63 Cr.,5.68 Cr.,Financial Services
2968,539195,POCL Enterprises Ltd,POEL,182.14 Cr.,98.36 Cr.,Chemicals
2969,539196,Amba Enterprises Ltd,AEL,200.16 Cr.,90.07 Cr.,Capital Goods
2970,539198,Capfin India Ltd,CAPFIN,57.58 Cr.,43.76 Cr.,Financial Services
2971,539199,SG Finserve Ltd,SGFIN,"2,423.75 Cr.",630.17 Cr.,Financial Services
2972,539201,Satia Industries Ltd,SATIA,"1,201.50 Cr.",384.48 Cr.,Forest Materials
2973,539206,Genomic Valley Biotech Ltd,GVBL,8.89 Cr.,3.11 Cr.,Healthcare
2974,539216,Garment Mantra Lifestyle Ltd,GARMNTMNTR,58.72 Cr.,29.36 Cr.,Textiles
2975,539217,Srestha Finvest Ltd,SRESTHA,73.66 Cr.,41.99 Cr.,Financial Services
2976,539218,Saumya Consultants Ltd,SAUMYA,155.41 Cr.,69.93 Cr.,Financial Services
2977,539219,Mauria Udyog Ltd,MUL,131.87 Cr.,34.29 Cr.,Capital Goods
2978,539220,Mishka Exim Ltd,MISHKA,50.07 Cr.,25.03 Cr.,Consumer Durables
2979,539221,Sportking India Ltd,SPORTKING,"1,090.60 Cr.",283.55 Cr.,Textiles
2980,539222,Growington Ventures India Ltd,GROWINGTON,97.14 Cr.,54.40 Cr.,Services
2981,539223,Ambition Mica Ltd,AMBITION,5.00 Cr.,2.10 Cr.,Consumer Durables
2982,539224,HCKK Ventures Ltd,HCKKVENTURE,47.17 Cr.,18.87 Cr.,Diversified
2983,539226,Rudra Global Infra Products Ltd,RUDRA,390.74 Cr.,105.50 Cr.,Capital Goods
2984,539227,Loyal Equipments Ltd,LOYAL,156.72 Cr.,40.75 Cr.,Capital Goods
2985,539228,Gala Global Products Ltd,GGPL,21.18 Cr.,20.97 Cr.,Fast Moving Consumer Goods
2986,539251,Balkrishna Paper Mills Ltd,BALKRISHNA,77.33 Cr.,31.70 Cr.,Forest Materials
2987,539252,Shyam Century Ferrous Ltd,SHYAMCENT,442.35 Cr.,212.33 Cr.,Metals & Mining
2988,539254,Adani Energy Solutions Ltd,ADANIENSOL,"1,18,420.70 Cr.","30,789.38 Cr.",Power
2989,539255,Star Delta Transformers Ltd,STARDELTA,367.54 Cr.,91.88 Cr.,Capital Goods
2990,539266,Concrete Credit Ltd,CONCRETE,2.23 Cr.,2.23 Cr.,Financial Services
2991,539267,Samsrita Labs Ltd,SAMSRITA,25.77 Cr.,12.11 Cr.,Healthcare
2992,539268,Syngene International Ltd,SYNGENE,"28,070.70 Cr.","12,631.81 Cr.",Healthcare
2993,539275,Mangalam Seeds Ltd,MSL,350.60 Cr.,87.65 Cr.,Fast Moving Consumer Goods
2994,539276,Kaya Ltd,KAYA,448.56 Cr.,179.42 Cr.,Consumer Services
2995,539277,Alstone Textiles (India) Ltd,ALSTONE,89.24 Cr.,82.10 Cr.,Consumer Services
2996,539278,Symbiox Investment & Trading Company Ltd,SYMBIOX,8.82 Cr.,8.56 Cr.,Financial Services
2997,539287,Ortin Laboratories Ltd,ORTINLAB,16.15 Cr.,15.02 Cr.,Healthcare
2998,539288,AVI Polymers Ltd,AVI,4.54 Cr.,3.41 Cr.,Chemicals
2999,539289,Aurum PropTech Ltd,AURUM,422.68 Cr.,274.74 Cr.,Information Technology
3000,539290,Oswal Greentech Ltd,OSWALGREEN,924.26 Cr.,323.49 Cr.,Financial Services
3001,539291,Vasudhagama Enterprises Ltd,VASUDHAGAM,38.42 Cr.,38.42 Cr.,Fast Moving Consumer Goods
3002,539300,A.K. Spintex Ltd,AKSPINTEX,71.22 Cr.,20.66 Cr.,Textiles
3003,539301,Arvind SmartSpaces Ltd,ARVSMART,"3,345.48 Cr.","1,605.83 Cr.",Realty
3004,539302,Power Mech Projects Ltd,POWERMECH,"8,361.64 Cr.","3,344.66 Cr.",Construction
3005,539309,Rama Steel Tubes Ltd,RAMASTEEL,"2,027.69 Cr.",648.86 Cr.,Capital Goods
3006,539310,Thinkink Picturez Ltd,THINKINK,120.97 Cr.,120.97 Cr.,"Media, Entertainment & Publication"
3007,539314,Universal Autofoundry Ltd,UNIAUTO,217.60 Cr.,121.86 Cr.,Automobile and Auto Components
3008,539331,Veto Switchgears and Cables Ltd,VETO,252.80 Cr.,139.04 Cr.,Consumer Durables
3009,539332,Navkar Corporation Ltd,NAVKARCORP,"1,605.89 Cr.",481.77 Cr.,Services
3010,539334,Shree Pushkar Chemicals & Fertilisers Ltd,SHREEPUSHK,579.23 Cr.,179.56 Cr.,Chemicals
3011,539336,Gujarat Gas Ltd,GUJGASLTD,"37,975.04 Cr.","9,493.76 Cr.","Oil, Gas & Consumable Fuels"
3012,539337,Waaree Technologies Ltd,WAAREE,"2,037.28 Cr.",814.91 Cr.,Power
3013,539346,Sadbhav Infrastructure Project Ltd,SADBHIN,255.01 Cr.,63.75 Cr.,Construction
3014,539353,Sal Automotive Ltd,SALAUTO,129.57 Cr.,31.10 Cr.,Automobile and Auto Components
3015,539354,Polyspin Exports Ltd,POLYSPIN,50.23 Cr.,23.11 Cr.,Capital Goods
3016,539359,Pritika Auto Industries Ltd,PRITIKAUTO,485.18 Cr.,145.55 Cr.,Automobile and Auto Components
3017,539378,Soni Medicare Ltd,SML,11.09 Cr.,3.33 Cr.,Healthcare
3018,539383,Mahaveer Infoway Ltd,MINFY,4.95 Cr.,2.62 Cr.,Information Technology
3019,539384,Krishna Capital and Securities Ltd,KRISHNACAP,7.46 Cr.,4.25 Cr.,Financial Services
3020,539391,Acme Resources Ltd,ACME,95.25 Cr.,25.72 Cr.,Financial Services
3021,539398,Vishal Bearings Ltd,VISHALBL,168.23 Cr.,48.79 Cr.,Automobile and Auto Components
3022,539399,Bella Casa Fashion & Retail Ltd,BELLACASA,360.32 Cr.,115.30 Cr.,Textiles
3023,539400,Mallcom (India) Ltd,MALLCOM,649.83 Cr.,168.96 Cr.,Capital Goods
3024,539402,Vaksons Automobiles Ltd,NAKSH,11.76 Cr.,8.35 Cr.,Automobile and Auto Components
3025,539404,Satin Creditcare Network Ltd,SATIN,"2,802.65 Cr.","1,457.38 Cr.",Financial Services
3026,539405,Decorous Investment & Trading Co Ltd,DITCO,3.56 Cr.,3.53 Cr.,Consumer Durables
3027,539406,Swagtam Trading & Services Ltd,SWAGTAM,7.30 Cr.,7.08 Cr.,Services
3028,539407,Generic Engineering Construction and Projects Ltd,GENCON,223.07 Cr.,84.77 Cr.,Realty
3029,539408,Kuber Udyog Ltd,KUBERJI,2.94 Cr.,2.94 Cr.,Financial Services
3030,539409,Neeraj Paper Marketing Ltd,NEERAJ,20.54 Cr.,14.79 Cr.,Services
3031,539428,Tejnaksh Healthcare Ltd,TEJNAKSH,50.36 Cr.,13.09 Cr.,Healthcare
3032,539435,Richfield Financial Services Ltd,RFSL,19.58 Cr.,9.20 Cr.,Financial Services
3033,539436,Coffee Day Enterprises Ltd,COFFEEDAY,"1,338.49 Cr.","1,057.41 Cr.",Consumer Services
3034,539437,IDFC First Bank Ltd,IDFCFIRSTB,"59,981.23 Cr.","32,989.68 Cr.",Financial Services
3035,539447,Beardsell Ltd,BEARDSELL,168.04 Cr.,73.94 Cr.,Capital Goods
3036,539448,InterGlobe Aviation Ltd,INDIGO,"1,51,921.21 Cr.","56,210.85 Cr.",Services
3037,539449,IGC Industries Ltd,IGCIL,7.59 Cr.,2.66 Cr.,Services
3038,539450,S H Kelkar and Company Ltd,SHK,"2,851.47 Cr.",883.96 Cr.,Fast Moving Consumer Goods
3039,539469,Panorama Studios International Ltd,PANORAMA,"1,367.71 Cr.",369.28 Cr.,"Media, Entertainment & Publication"
3040,539470,Shree Ganesh Biotech (India) Ltd,SHREEGANES,48.23 Cr.,48.23 Cr.,Healthcare
3041,539479,GTV Engineering Ltd,GTV,137.01 Cr.,45.21 Cr.,Capital Goods
3042,539515,Quint Digital Media Ltd,QUINT,526.98 Cr.,210.79 Cr.,"Media, Entertainment & Publication"
3043,539518,Uday Jewellery Industries Ltd,UDAYJEW,364.35 Cr.,94.73 Cr.,Consumer Durables
3044,539519,Mayukh Dealtrade Ltd,MAYUKH,22.51 Cr.,9.23 Cr.,Consumer Services
3045,539522,Grovy India Ltd,GROVY,34.52 Cr.,9.32 Cr.,Financial Services
3046,539523,Alkem Laboratories Ltd,ALKEM,"58,604.78 Cr.","24,614.01 Cr.",Healthcare
3047,539524,Dr. Lal PathLabs Ltd,LALPATHLAB,"19,926.58 Cr.","8,767.70 Cr.",Healthcare
3048,539526,Suncare Traders Ltd,SCTL,27.03 Cr.,27.03 Cr.,Services
3049,539527,Creative Castings Ltd,CREATIVE,99.14 Cr.,24.79 Cr.,Capital Goods
3050,539528,Aayush Food and Herbs Ltd,AAYUSH,80.20 Cr.,36.89 Cr.,Fast Moving Consumer Goods
3051,539542,Lux Industries Ltd,LUXIND,"4,271.98 Cr.","1,110.72 Cr.",Textiles
3052,539544,Abhishek Infraventures Ltd,ABHIINFRA,3.72 Cr.,1.71 Cr.,Realty
3053,539545,Apoorva Leasing Finance and Investment Company Ltd,APOORVA,62.62 Cr.,29.43 Cr.,Financial Services
3054,539546,Beekay Niryat Ltd,BNL,36.58 Cr.,13.90 Cr.,Services
3055,539551,Narayana Hrudayalaya Ltd,NH,"26,073.37 Cr.","8,604.21 Cr.",Healthcare
3056,539559,Deep Diamond India Ltd,DDIL,34.74 Cr.,30.22 Cr.,Consumer Durables
3057,539561,Remedium Lifecare Ltd,REMLIFE,"1,081.08 Cr.","1,070.27 Cr.",Services
3058,539562,Aarnav Fashions Ltd,AARNAV,122.45 Cr.,34.29 Cr.,Textiles
3059,539584,Sharanam Infraproject and Trading Ltd,SIPTL,10.56 Cr.,10.56 Cr.,Services
3060,539593,Shivansh Finserve Ltd,SHIVA,3.28 Cr.,3.24 Cr.,Financial Services
3061,539594,Mishtann Foods Ltd,MISHTANN,"1,992.77 Cr.",996.39 Cr.,Fast Moving Consumer Goods
3062,539596,Delta Industrial Resources Ltd,DELTA,23.35 Cr.,19.15 Cr.,Financial Services
3063,539599,Kotia Enterprises Ltd,KEL,10.62 Cr.,10.30 Cr.,Consumer Services
3064,539607,Blue Cloud Softech Solutions Ltd,BLUECLOUDS,"1,454.78 Cr.",101.83 Cr.,Information Technology
3065,539620,Kanoria Energy & Infrastructure Ltd,KEIL,262.53 Cr.,65.63 Cr.,Construction Materials
3066,539636,Precision Camshafts Ltd,PRECAM,"2,016.55 Cr.",705.79 Cr.,Automobile and Auto Components
3067,539658,TeamLease Services Ltd,TEAMLEASE,"5,447.80 Cr.","3,704.50 Cr.",Services
3068,539659,Vidli Restaurants Ltd,VIDLI,74.74 Cr.,22.42 Cr.,Consumer Services
3069,539660,Best Agrolife Ltd,BESTAGRO,"1,501.91 Cr.",645.82 Cr.,Chemicals
3070,539661,Ace Men Engg Works Ltd,ACEMEN,16.34 Cr.,15.85 Cr.,Consumer Services
3071,539673,Radhagobind Commercial Ltd,RCL,2.88 Cr.,2.59 Cr.,Consumer Services
3072,539678,Quick Heal Technologies Ltd,QUICKHEAL,"2,667.79 Cr.",720.30 Cr.,Information Technology
3073,539682,Lucent Industries Ltd,LUCENT,138.24 Cr.,138.24 Cr.,Consumer Services
3074,539686,K.P. Energy Ltd,KPEL,"2,826.32 Cr.","1,554.48 Cr.",Power
3075,539697,Hiliks Technologies Ltd,HILIKS,21.13 Cr.,14.15 Cr.,Financial Services
3076,539724,Hypersoft Technologies Ltd,HYPERSOFT,3.49 Cr.,2.27 Cr.,Information Technology
3077,539725,Gokul Agro Resources Ltd,GOKULAGRO,"1,746.91 Cr.",471.67 Cr.,Fast Moving Consumer Goods
3078,539730,Fredun Pharmaceuticals Ltd,FREDUN,396.16 Cr.,190.16 Cr.,Healthcare
3079,539742,Simbhaoli Sugars Ltd,SIMBHALS,124.33 Cr.,58.44 Cr.,Fast Moving Consumer Goods
3080,539760,Relicab Cable Manufacturing Ltd,RELICAB,99.94 Cr.,71.95 Cr.,Capital Goods
3081,539762,Modern Engineering And Projects Ltd,MEAPL,38.14 Cr.,14.11 Cr.,Construction
3082,539770,Darjeeling Ropeway Company Ltd,DARJEELING,1.60 Cr.,1.47 Cr.,Financial Services
3083,539785,Pudumjee Paper Products Ltd,PDMJEPAPER,708.33 Cr.,205.41 Cr.,Forest Materials
3084,539787,HealthCare Global Enterprises Ltd,HCG,"4,875.14 Cr.","1,413.79 Cr.",Healthcare
3085,539798,Umiya Tubes Ltd,UMIYA,6.85 Cr.,3.43 Cr.,Capital Goods
3086,539799,Bharat Wire Ropes Ltd,BHARATWIRE,"2,099.44 Cr.",797.79 Cr.,Capital Goods
3087,539800,CHD Chemicals Ltd,CHDCHEM,7.12 Cr.,5.20 Cr.,Chemicals
3088,539807,Infibeam Avenues Ltd,INFIBEAM,"9,739.79 Cr.","5,064.69 Cr.",Financial Services
3089,539814,LE Lavoir Ltd,LELAVOIR,43.29 Cr.,41.55 Cr.,Services
3090,539834,Balgopal Commercial Ltd,BALGOPAL,52.85 Cr.,49.68 Cr.,Services
3091,539837,Raghav Productivity Enhancers Ltd,RPEL,"1,426.27 Cr.",527.72 Cr.,Capital Goods
3092,539841,Lancer Container Lines Ltd,LANCER,"1,549.55 Cr.",852.25 Cr.,Services
3093,539843,NINtec Systems Ltd,NINSYS,808.43 Cr.,428.47 Cr.,Information Technology
3094,539854,Halder Venture Ltd,HALDER,168.17 Cr.,57.18 Cr.,Fast Moving Consumer Goods
3095,539861,SKIL Infrastructure Ltd,SKIL,136.87 Cr.,50.64 Cr.,Construction
3096,539871,Thyrocare Technologies Ltd,THYROCARE,"3,450.93 Cr.","1,000.77 Cr.",Healthcare
3097,539872,Bajaj Healthcare Ltd,BAJAJHCARE,902.47 Cr.,288.79 Cr.,Healthcare
3098,539874,Ujjivan Financial Services Ltd,UJJIVAN,"6,811.42 Cr.","6,334.62 Cr.",Financial Services
3099,539875,RSD Finance Ltd,RSDFIN,129.34 Cr.,32.33 Cr.,Financial Services
3100,539876,Crompton Greaves Consumer Electricals Ltd,CROMPTON,"20,158.19 Cr.","20,158.19 Cr.",Consumer Durables
3101,539883,Pilani Investment and Industries Corporation Ltd,PILANIINVS,"4,390.15 Cr.","1,097.54 Cr.",Financial Services
3102,539884,Darshan Orna Ltd,DARSHANORNA,19.91 Cr.,11.15 Cr.,Consumer Durables
3103,539889,Parag Milk Foods Ltd,PARAGMILK,"2,553.45 Cr.","1,021.38 Cr.",Fast Moving Consumer Goods
3104,539894,Madhav Infra Projects Ltd,MADHAVIPL,267.96 Cr.,83.07 Cr.,Construction
3105,539895,Shalimar Agencies Ltd,SAGL,12.19 Cr.,4.63 Cr.,Financial Services
3106,539910,Kome-On Communication Ltd,KOCL,2.66 Cr.,2.66 Cr.,"Media, Entertainment & Publication"
3107,539911,Svarnim Trade Udyog Ltd,SNIM,59.11 Cr.,59.11 Cr.,Textiles
3108,539917,Nagarjuna Fertilizers and Chemicals Ltd,NAGAFERT,666.84 Cr.,260.07 Cr.,Chemicals
3109,539921,Shanti Educational Initiatives Ltd,SEIL,"1,133.92 Cr.",408.21 Cr.,Consumer Services
3110,539927,Likhami Consulting Ltd,LIKHAMI,138.31 Cr.,52.56 Cr.,Services
3111,539938,Medico Intercontinental Ltd,MIL,44.94 Cr.,20.22 Cr.,Services
3112,539939,Yash Chemex Ltd,YASHCHEM,61.95 Cr.,22.92 Cr.,Chemicals
3113,539947,Jindal Leasefin Ltd,JLL,12.11 Cr.,3.27 Cr.,Financial Services
3114,539956,TAAL Enterprises Ltd,TAALENT,886.26 Cr.,434.27 Cr.,Services
3115,539957,Mahanagar Gas Ltd,MGL,"14,428.96 Cr.","8,224.51 Cr.","Oil, Gas & Consumable Fuels"
3116,539963,Zeal Aqua Ltd,ZEAL,134.89 Cr.,43.16 Cr.,Fast Moving Consumer Goods
3117,539978,Quess Corp Ltd,QUESS,"9,483.07 Cr.","4,077.72 Cr.",Services
3118,539979,Digjam Ltd,DIGJAMLMTD,175.20 Cr.,17.52 Cr.,Textiles
3119,539982,Advance Syntex Ltd,ASYL,8.41 Cr.,3.36 Cr.,Capital Goods
3120,539984,Hindusthan Urban Infrastructure Ltd,HUIL,384.56 Cr.,92.30 Cr.,Capital Goods
3121,539985,Titaanium Ten Enterprise Ltd,TITAANIUM,24.09 Cr.,7.95 Cr.,Textiles
3122,539986,Commercial Syn Bags Ltd,COMSYN,303.32 Cr.,121.33 Cr.,Capital Goods
3123,539991,Confidence Futuristic Energetech Ltd,CFEL,273.84 Cr.,104.06 Cr.,Services
3124,539992,Lloyds Steels Industries Ltd,LLOYDSENGG,"7,285.57 Cr.","3,132.79 Cr.",Capital Goods
3125,539997,Kwality Pharmaceuticals Ltd,KPL,526.07 Cr.,236.73 Cr.,Healthcare
3126,540005,LTIMindtree Ltd,LTIM,"1,41,847.45 Cr.","43,972.71 Cr.",Information Technology
3127,540006,East West Holdings Ltd,EASTWEST,78.46 Cr.,30.60 Cr.,Services
3128,540023,Colorchips New Media Ltd,COLORCHIPS,35.47 Cr.,12.06 Cr.,"Media, Entertainment & Publication"
3129,540025,Advanced Enzyme Technologies Ltd,ADVENZYMES,"4,377.91 Cr.","1,838.72 Cr.",Healthcare
3130,540026,Ladam Affordable Housing Ltd,LAHL,12.94 Cr.,5.31 Cr.,Realty
3131,540047,Dilip Buildcon Ltd,DBL,"6,621.34 Cr.","1,986.40 Cr.",Construction
3132,540048,S.P. Apparels Ltd,SPAL,"1,471.05 Cr.",559.00 Cr.,Textiles
3133,540061,Bigbloc Construction Ltd,BIGBLOC,"1,777.84 Cr.",497.79 Cr.,Construction Materials
3134,540064,Future Retail Ltd,FRETAIL,129.06 Cr.,77.44 Cr.,Consumer Services
3135,540065,RBL Bank Ltd,RBLBANK,"16,083.83 Cr.","15,922.99 Cr.",Financial Services
3136,540072,Shiva Granito Export Ltd,SHIVAEXPO,17.84 Cr.,8.21 Cr.,Construction Materials
3137,540073,BLS International Services Ltd,BLS,"13,589.51 Cr.","3,805.06 Cr.",Consumer Services
3138,540078,Mitsu Chem Plast Ltd,MITSU,217.51 Cr.,58.73 Cr.,Capital Goods
